slug,nameJa,shootoId,date,section,symbol,result,opponentRaw,opponentShootoId,methodRaw,linkedResultId,category,note,mismatchPattern,existingNoteRaw
salt,ソルト,1418,2022-07-17,SHOOTO,×,loss,"柳  仙香",1320,"2R  S  腕十字固め",132,matched,"",,""
salt,ソルト,1418,2022-06-05,SHOOTO,○,win,"和田  千聖",1408,"判定 3-0",141,matched,"",,""
salt,ソルト,1418,2022-01-16,SHOOTO,×,loss,"杉本  恵",1171,"判定 3-0",129,matched,"",,""
takada-atsuhi,高田 暖妃,1450,2026-05-17,SHOOTO,○,win,"吉成  はるか",1558,"2R 02:05 TKO",283,matched,"",,""
takada-atsuhi,高田 暖妃,1450,2025-06-14,SHOOTO,×,loss,"宝珠山  桃花",1319,"判定 3-0",220,matched,"",,""
takada-atsuhi,高田 暖妃,1450,2024-12-15,SHOOTO,△,draw,"チョン  チャヒョン",1770,"ドロー 1-0",203,matched,"",,""
takada-atsuhi,高田 暖妃,1450,2022-06-05,SHOOTO,○,win,"山内  絵里",1449,"判定 0-2",141,matched,"",,""
china-sukai,知名昴海,1569,2024-11-10,SHOOTO,○,win,"友利  琉偉",1713,"1R 05:00 S  スリーパーホールド",194,matched,"",,""
china-sukai,知名昴海,1569,2024-04-14,SHOOTO,○,win,"ふじい ☆ ペリー",78,"1R 02:27 S  ネックストレッチ",182,matched,"",,""
china-sukai,知名昴海,1569,2023-04-16,SHOOTO,○,win,"高橋  佑太",1570,"2R 04:26 S",156,matched,"",,""
sarami,SARAMI,1300,2023-05-21,SHOOTO,×,loss,"渡辺  彩華",1536,"2R 02:36 TKO  レフェリーストップ",159,matched,"",,""
sarami,SARAMI,1300,2021-11-06,SHOOTO,○,win,"黒部  三奈",1208,"判定 0-3",121,matched,"",,""
sarami,SARAMI,1300,2021-07-25,SHOOTO,○,win,"中村  未来",1274,"2R 02:48 TKO",112,matched,"",,""
sarami,SARAMI,1300,2020-11-23,SHOOTO,○,win,"杉本  恵",1171,"1R 02:46 S  腕十字固め",96,matched,"",,""
karen,KAREN,1642,2023-12-02,SHOOTO,○,win,"パク  ソヨン",1464,"1R 04:44 TKO  レフェリーストップ",176,matched,"",,""
