slug,nameJa,shootoId,date,section,symbol,result,opponentRaw,opponentShootoId,methodRaw,linkedResultId,category,note,mismatchPattern,existingNoteRaw
tanoue-koyuru,田上こゆる,1167,2026-05-31,SHOOTO,○,win,"黒部  和沙",1632,"4R 01:42 TKO",281,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2025-11-16,SHOOTO,×,loss,"新井  丈",49,"判定 3-0",224,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2025-09-21,SHOOTO,○,win,"山上  幹臣",41,"1R 03:49 KO",222,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2024-12-29,SHOOTO,○,win,"旭那  拳",1098,"判定 3-0",214,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2024-05-19,SHOOTO,○,win,"旭那  拳",1098,"1R 01:52 KO",184,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2023-06-18,SHOOTO,○,win,"タイガー  石井",67,"2R 02:49 TKO  レフェリーストップ",161,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2022-12-11,SHOOTO,○,win,"泰斗",1316,"判定 3-0",145,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2022-04-17,SHOOTO,×,loss,"当真  佳直",1176,"判定 0-3",139,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2021-07-04,SHOOTO,×,loss,"安芸  柊斗",1129,"判定 0-3",116,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2020-12-20,SHOOTO,○,win,"永井  美自戒",143,"2R 02:08 KO",103,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2020-02-16,SHOOTO,○,win,"楳沢  智治",51,"1R 04:47 KO",89,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2019-06-30,SHOOTO,○,win,"若林  耕平",1174,"判定 3-0",82,matched,"",,""
tanoue-koyuru,田上こゆる,1167,2019-01-27,SHOOTO,○,win,"牧ヶ谷  篤",80,"判定 0-3",68,matched,"",,""
naito-shoki,内藤頌貴,142,2026-03-30,SHOOTO,○,win,"畠山  隆称",1302,"判定 0-2",262,matched,"",,""
naito-shoki,内藤頌貴,142,2025-09-02,SHOOTO,×,loss,"当真  佳直",1176,"判定 3-0",242,matched,"",,""
naito-shoki,内藤頌貴,142,2025-01-19,SHOOTO,○,win,"泰斗",1316,"判定 0-3",216,matched,"",,""
naito-shoki,内藤頌貴,142,2024-09-22,SHOOTO,○,win,"大城  正也",1227,"1R 02:54 KO",192,matched,"",,""
naito-shoki,内藤頌貴,142,2023-12-02,SHOOTO,×,loss,"石井  逸人",147,"2R 03:16 TS",171,matched,"",,""
naito-shoki,内藤頌貴,142,2023-07-23,SHOOTO,×,loss,"関口  祐冬",959,"判定 3-0",162,matched,"",,""
naito-shoki,内藤頌貴,142,2022-11-27,SHOOTO,○,win,"高岡  宏気",1067,"判定 3-0",134,matched,"",,""
naito-shoki,内藤頌貴,142,2022-07-17,SHOOTO,×,loss,"山内  渉",1348,"判定 0-3",132,matched,"",,""
naito-shoki,内藤頌貴,142,2020-03-21,SHOOTO,○,win,"渡辺  健太郎",112,"1R 05:00 KO",99,matched,"",,""
naito-shoki,内藤頌貴,142,2019-06-30,SHOOTO,×,loss,"前田  吉朗",11,"判定 2-1",82,matched,"",,""
naito-shoki,内藤頌貴,142,2018-12-15,SHOOTO,○,win,"小堀  貴広",27,"2R 03:42 KO",61,matched,"",,""
naito-shoki,内藤頌貴,142,2018-07-15,SHOOTO,×,loss,"清水  清隆",100,"判定 3-0",58,matched,"",,""
naito-shoki,内藤頌貴,142,2018-03-25,SHOOTO,△,draw,"井上  学",163,"判定 1-1",54,matched,"",,""
naito-shoki,内藤頌貴,142,2017-11-19,SHOOTO,○,win,"北原  史寛",96,"1R 02:07 KO  グラウンドパンチ",47,matched,"",,""
naito-shoki,内藤頌貴,142,2016-09-04,SHOOTO,○,win,"奇天烈",127,"判定 3-0",27,matched,"",,""
naito-shoki,内藤頌貴,142,2016-02-27,SHOOTO,○,win,"塙  真一",106,"3R  判定 0-3",28,matched,"",,""
naito-shoki,内藤頌貴,142,2015-12-20,SHOOTO,○,win,"輝龍",129,"1R 01:21 KO",31,matched,"",,""
naito-shoki,内藤頌貴,142,2015-07-12,SHOOTO,△,draw,"オニボウズ",18,"2R  判定 0-1",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
naito-shoki,内藤頌貴,142,2015-02-11,SHOOTO,○,win,"前山  哲兵",79,"2R  判定 0-2",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
naito-shoki,内藤頌貴,142,2014-11-16,SHOOTO,△,draw,"萩原  幸太郎",105,"2R  判定 1-1",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
naito-shoki,内藤頌貴,142,2014-09-27,SHOOTO,×,loss,"藤田 ケオン 寿大",150,"2R  判定 3-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
naito-shoki,内藤頌貴,142,2014-02-22,SHOOTO,○,win,"鈴木  正克",136,"1R 03:42 KO",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
naito-shoki,内藤頌貴,142,2013-09-22,SHOOTO,×,loss,"梶川  卓",121,"2R  判定 3-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma-yoshinao,当真佳直,1176,2026-04-19,SHOOTO,○,win,"友利  幸汰",1754,"1R 00:27 S  フロントチョーク",264,matched,"",,""
toma-yoshinao,当真佳直,1176,2025-09-02,SHOOTO,○,win,"内藤  頌貴",142,"判定 3-0",242,matched,"",,""
toma-yoshinao,当真佳直,1176,2025-01-19,SHOOTO,×,loss,"山上  幹臣",41,"判定 1-2",216,matched,"",,""
toma-yoshinao,当真佳直,1176,2024-04-14,SHOOTO,○,win,"根井  博登",1566,"判定 3-0",182,matched,"",,""
toma-yoshinao,当真佳直,1176,2023-11-12,SHOOTO,○,win,"マッチョ ザ バタフライ",38,"判定 3-0",168,matched,"",,""
toma-yoshinao,当真佳直,1176,2023-04-16,SHOOTO,○,win,"大城  正也",1227,"判定 3-0",156,matched,"",,""
toma-yoshinao,当真佳直,1176,2022-11-06,SHOOTO,○,win,"マッチョ ザ バタフライ",38,"判定 0-2",148,matched,"",,""
toma-yoshinao,当真佳直,1176,2022-04-17,SHOOTO,○,win,"田上  こゆる",1167,"判定 0-3",139,matched,"",,""
toma-yoshinao,当真佳直,1176,2021-11-14,SHOOTO,○,win,"金内 サイダー 雄哉",122,"02:36 TKO  レフェリーストップ",126,matched,"",,""
toma-yoshinao,当真佳直,1176,2021-04-18,SHOOTO,×,loss,"内田  タケル",1159,"2R 03:23 S  肩固め",117,matched,"",,""
toma-yoshinao,当真佳直,1176,2020-11-29,SHOOTO,×,loss,"木内 SKINNY ZOMBIE 崇雅",672,"2R 03:39 S  スリーパーホールド",105,matched,"",,""
toma-yoshinao,当真佳直,1176,2019-11-03,SHOOTO,○,win,"木村  旬志",1133,"1R 04:34 S  腕十字固め",85,matched,"",,""
toma-yoshinao,当真佳直,1176,2019-06-16,SHOOTO,○,win,"わっしょい  内田",1226,"2R  判定 3-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
toma-yoshinao,当真佳直,1176,2019-04-07,SHOOTO,○,win,"里見  拓磨",1217,"判定 0-3",149,matched,"",,""
toma-yoshinao,当真佳直,1176,2018-11-25,SHOOTO,△,draw,"MC  たわし",1048,"判定 1-1",70,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2026-03-30,SHOOTO,×,loss,"内藤  頌貴",142,"判定 0-2",262,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2025-10-19,SHOOTO,○,win,"ニシダ ☆ ショー",35,"判定 3-0",243,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2024-11-10,SHOOTO,○,win,"マッチョ ザ バタフライ",38,"1R 02:16 KO",194,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2024-04-14,SHOOTO,○,win,"牧ヶ谷  篤",80,"判定 3-0",182,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2023-11-12,SHOOTO,○,win,"蒔田 Gandhi 伸吾",81,"1R 03:22 TKO  グラウンドパンチ",168,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2023-05-28,SHOOTO,△,draw,"泰斗",1316,"判定 1-0",160,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2022-11-06,SHOOTO,○,win,"大城  正也",1227,"判定 3-0",148,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2022-09-11,SHOOTO,○,win,"木村  旬志",1133,"判定 3-0",146,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2022-04-17,SHOOTO,○,win,"わっしょい  内田",1226,"2R 01:13 S  スリーパーホールド",139,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2021-12-05,SHOOTO,○,win,"麻生 Leg Lock 祐弘",1413,"1R 03:38 S  スリーパーホールド",128,matched,"",,""
hatakeyama-ryuya,畠山隆称,1302,2020-11-29,SHOOTO,△,draw,"大城  正也",1227,"判定 0-0",105,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2026-05-31,SHOOTO,×,loss,"田上  こゆる",1167,"4R 01:42 TKO",281,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2026-01-18,SHOOTO,○,win,"旭那  拳",1098,"判定 3-0",249,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2025-11-16,SHOOTO,○,win,"田口  恵大",1773,"1R 03:34 S  リアネイキッドチョーク",224,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2025-07-21,SHOOTO,○,win,"マッチョ ザ バタフライ",38,"判定 3-0",221,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2025-05-18,SHOOTO,○,win,"友利  琉偉",1713,"1R 04:24 TKO  レフェリーストップ/グラウンドパンチ",219,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2024-11-10,SHOOTO,○,win,"大城  匡史",1255,"1R 04:47 S  スリーパーホールド",194,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2024-09-22,SHOOTO,×,loss,"山上  幹臣",41,"1R 02:16 S",192,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2024-04-07,SHOOTO,○,win,"澤田  龍人",30,"1R 03:38 S  ネックストレッチ",181,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2024-01-28,SHOOTO,○,win,"大田  ノヒロ",1427,"1R 01:13 S  スリーパーホールド",178,matched,"",,""
kurobe-kazusa,黒部和沙,1632,2023-10-21,SHOOTO,△,draw,"根井  博登",1566,"判定 0-1",167,matched,"",,""
yamagami-mikihito,山上幹臣,41,2025-09-21,SHOOTO,×,loss,"田上  こゆる",1167,"1R 03:49 KO",222,matched,"",,""
yamagami-mikihito,山上幹臣,41,2025-01-19,SHOOTO,○,win,"当真  佳直",1176,"判定 1-2",216,matched,"",,""
yamagami-mikihito,山上幹臣,41,2024-09-22,SHOOTO,○,win,"黒部  和沙",1632,"1R 02:16 S",192,matched,"",,""
yamagami-mikihito,山上幹臣,41,2012-09-30,SHOOTO,○,win,"猿丸  ジュンジ",29,"2R 01:36 S  スリーパーホールド",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2011-11-05,SHOOTO,○,win,"生駒  純司",26,"1R 00:41 KO",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2011-04-29,SHOOTO,○,win,"ATCH  アナーキー",23,"3R  判定 0-3",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2010-11-19,SHOOTO,○,win,"室伏  シンヤ",40,"2R  判定 0-2",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2010-07-04,SHOOTO,○,win,"春崎  武裕",36,"2R  判定 3-0",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2009-08-09,SHOOTO,×,loss,"タイガー  石井",67,"1R 04:21 S  チキンウィング・アームロック",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2009-03-20,SHOOTO,×,loss,"ATCH  アナーキー",23,"2R  判定 3-0",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2008-12-13,SHOOTO,○,win,"猿丸  ジュンジ",29,"2R 02:15 S  フロント・スリーパーホールド",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2008-10-05,SHOOTO,○,win,"天風  ゆうすけ",73,"2R 00:18 KO",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2008-08-03,SHOOTO,○,win,"ろん",481,"2R  判定 2-0",,new1_precutoff,"",,""
yamagami-mikihito,山上幹臣,41,2013-06-22,VTJ,○,win,"マモル",109,"3R  判定 0-2",25,matched,"",,""
ryoga,亮我,1493,2025-11-16,SHOOTO,○,win,"関口  祐冬",959,"3R 04:45 S  リアネイキッドチョーク",224,matched,"",,""
ryoga,亮我,1493,2025-06-22,SHOOTO,○,win,"高岡  宏気",1067,"判定 0-3",236,matched,"",,""
ryoga,亮我,1493,2025-04-13,SHOOTO,○,win,"黒石  大資",670,"判定 3-0",230,matched,"",,""
ryoga,亮我,1493,2025-01-19,SHOOTO,○,win,"大竹  陽",1139,"1R 01:20 KO",216,matched,"",,""
ryoga,亮我,1493,2024-11-30,SHOOTO,×,loss,"須藤  晃大",1423,"判定 2-0",212,matched,"",,""
ryoga,亮我,1493,2024-07-28,SHOOTO,○,win,"ヤックル  真吾",158,"判定 0-3",206,matched,"",,""
ryoga,亮我,1493,2023-11-12,SHOOTO,○,win,"神里  昭吾",1645,"2R 03:26 TKO  グラウンドパンチ",168,matched,"",,""
ryoga,亮我,1493,2023-09-17,SHOOTO,△,draw,"堀川 55 滉介",153,"判定 0-0",165,matched,"",,""
ryoga,亮我,1493,2023-06-18,SHOOTO,○,win,"谷中  たいち",1539,"1R 04:40 S  チキンウイングアームロック",161,matched,"",,""
ryoga,亮我,1493,2023-04-23,SHOOTO,○,win,"矢野  武蔵",1579,"判定 0-3",158,matched,"",,""
ryoga,亮我,1493,2022-12-04,SHOOTO,○,win,"秋山  翼",968,"2R 00:58 TKO",172,matched,"",,""
ryoga,亮我,1493,2022-08-21,SHOOTO,△,draw,"山口  峻",1352,"判定 0-1",147,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=越後風神祭り9] judge(count=3,tie=2,majorityDraw=true)",majority_draw_miscount,"［レフェリー］片岡誠人\n［サブレフェリー］\n太田純一 19-19（1R 10-9／2R 9-10）\n高本裕和 18-20（1R 9-10／2R 9-10）\n小島邦裕 19-19（1R 10-9／2R 9-10）"
taito-rangers,泰斗,1316,2025-01-19,SHOOTO,×,loss,"内藤  頌貴",142,"判定 0-3",216,matched,"",,""
taito-rangers,泰斗,1316,2024-05-26,SHOOTO,△,draw,"石原  愼之介",1390,"判定 1-1",185,matched,"",,""
taito-rangers,泰斗,1316,2023-11-12,SHOOTO,×,loss,"旭那  拳",1098,"判定 3-0",168,matched,"",,""
taito-rangers,泰斗,1316,2023-05-28,SHOOTO,△,draw,"畠山  隆称",1302,"判定 1-0",160,matched,"",,""
taito-rangers,泰斗,1316,2022-12-11,SHOOTO,×,loss,"田上  こゆる",1167,"判定 3-0",145,matched,"",,""
taito-rangers,泰斗,1316,2022-06-05,SHOOTO,○,win,"丸山  大輝",1444,"1R 04:38 S  スリーパーホールド",141,matched,"",,""
taito-rangers,泰斗,1316,2021-11-14,SHOOTO,○,win,"大城  匡史",1255,"判定 0-3",126,matched,"",,""
taito-rangers,泰斗,1316,2020-12-13,SHOOTO,○,win,"横関  タルト",1315,"判定 1-2",106,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2026-07-13,SHOOTO,○,win,"マーウィン  キランテ",2058,"判定 2-1",285,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2026-03-29,SHOOTO,○,win,"杉本  静弥",1635,"3R 00:58 S  リアネイキッドチョーク",251,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2025-10-26,SHOOTO,○,win,"大竹  陽",1139,"2R 04:09 S  リアネイキッドチョーク",244,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2025-06-22,SHOOTO,×,loss,"亮我",1493,"判定 0-3",236,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2024-12-29,SHOOTO,○,win,"渡辺  健太郎",112,"判定 2-0",214,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2024-09-08,SHOOTO,○,win,"宮城  友一",955,"判定 3-0",191,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2024-03-24,SHOOTO,○,win,"志賀  竜太郎",1063,"2R 01:38 TKO  レフリーストップ",180,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2023-09-17,SHOOTO,×,loss,"加マーク納",1585,"判定 0-3",165,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2023-06-18,SHOOTO,△,draw,"和田  教良",1426,"判定 0-1",161,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2023-04-23,SHOOTO,○,win,"蒔田 Gandhi 伸吾",81,"2R 03:38 S  スリーパーホールド",158,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2022-11-27,SHOOTO,×,loss,"内藤  頌貴",142,"判定 3-0",134,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2022-09-11,SHOOTO,○,win,"ニシダ ☆ ショー",35,"判定 3-0",146,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2022-07-17,SHOOTO,×,loss,"齋藤  奨司",1339,"判定 3-0",132,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2022-04-24,SHOOTO,△,draw,"井口  翔太",1383,"判定 1-0",140,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=FORCE GIG 02] judge(count=3,tie=2,majorityDraw=true)",majority_draw_miscount,"レフェリー］福田正人\n［サブレフェリー］\n岡田剛史 20-18（1R 10-9／2R 10-9）\n山本諭志 19-19（1R 10-9／2R 9-10）\n吉田元貴 19-19（1R 10-9／2R 9-10）"
takaoka-hiroki,高岡宏気,1067,2021-11-07,SHOOTO,△,draw,"寺嶋  直人",1324,"判定 0-0",125,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2021-07-04,SHOOTO,×,loss,"ダイキ  ライトイヤー",295,"判定 3-0",111,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2020-12-13,SHOOTO,×,loss,"親川  龍",1175,"判定 0-3",106,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2019-12-15,SHOOTO,△,draw,"大竹  陽",1139,"判定 1-0",97,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=プロフェッショナル修斗公式戦香川大会「FORCE 12」] judge(count=3,tie=2,majorityDraw=true)",majority_draw_miscount,"［レフェリー］吉田元貴\n［サブレフェリー］\n山本諭志 19-19（1R 9-10/2R 10-9）\n岡田剛史 20-18（1R 10-9/2R 10-9）\n小池義昭 19-19（1R 9-10/2R 10-9）"
takaoka-hiroki,高岡宏気,1067,2019-06-30,SHOOTO,×,loss,"小堀  貴広",27,"判定 2-0",82,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2019-05-12,SHOOTO,○,win,"梅川  毒一郎",1202,"判定 3-0",83,matched,"",,""
takaoka-hiroki,高岡宏気,1067,2019-04-07,SHOOTO,△,draw,"西村  大地",223,"判定 1-0",149,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=FORCE 11] judge(count=3,tie=2,majorityDraw=true)",majority_draw_miscount,"[レフェリー] 福田正人\n[サブレフェリー]\n大内 敬 19-19（1R 9-10/2R 10-9）\n小池義昭 19-19（1R 9-10/2R 10-9）\n岡田剛史 20-19（1R 10-10/2R 10-9）"
takaoka-hiroki,高岡宏気,1067,2019-04-07,SHOOTO,△,draw,"西村  大地",223,"2R  判定 1-0",,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=FORCE 11] judge(count=3,tie=2,majorityDraw=true)",majority_draw_miscount,"[レフェリー] 福田正人\n[サブレフェリー]\n大内 敬 19-19（1R 9-10/2R 10-9）\n小池義昭 19-19（1R 9-10/2R 10-9）\n岡田剛史 20-19（1R 10-10/2R 10-9）"
takaoka-hiroki,高岡宏気,1067,2018-10-21,SHOOTO,○,win,"阿部  剛",48,"2R 03:44 S  腕ひしぎ十字固め",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
takaoka-hiroki,高岡宏気,1067,2018-04-15,SHOOTO,△,draw,"堀川 55 滉介",153,"2R  判定 1-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
takaoka-hiroki,高岡宏気,1067,2017-12-03,SHOOTO,×,loss,"藤田  健吾",1041,"2R  判定 0-3",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
takaoka-hiroki,高岡宏気,1067,2017-09-10,SHOOTO,○,win,"九州  力",152,"2R  判定 3-0",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
takaoka-hiroki,高岡宏気,1067,2017-04-09,SHOOTO,×,loss,"MC  たわし",1048,"2R 03:22 S  スリーパーホールド",,new2b_event_missing,"post-cutoffだがprofileページに大会リンクなし",,""
arai-jo,新井丈,49,2025-11-16,SHOOTO,○,win,"田上  こゆる",1167,"判定 3-0",224,matched,"",,""
arai-jo,新井丈,49,2023-11-19,SHOOTO,○,win,"山内  渉",1348,"3R 02:55 TKO  グラウンドパンチ",169,matched,"",,""
arai-jo,新井丈,49,2023-07-23,SHOOTO,○,win,"安芸  柊斗",1129,"1R 04:41 TKO  グラウンドパンチ",162,matched,"",,""
arai-jo,新井丈,49,2023-03-19,SHOOTO,○,win,"関口  祐冬",959,"判定 0-3",153,matched,"",,""
arai-jo,新井丈,49,2022-11-27,SHOOTO,○,win,"大竹  陽",1139,"1R 04:10 KO",134,matched,"",,""
arai-jo,新井丈,49,2022-09-19,SHOOTO,○,win,"猿丸  ジュンジ",29,"1R 01:50 KO",133,matched,"",,""
arai-jo,新井丈,49,2022-05-22,SHOOTO,○,win,"黒澤  亮平",22,"2R 02:12 TKO  レフェリーストップ",131,matched,"",,""
arai-jo,新井丈,49,2022-01-16,SHOOTO,○,win,"木内 SKINNY ZOMBIE 崇雅",672,"1R 04:46 KO",129,matched,"",,""
arai-jo,新井丈,49,2021-06-26,SHOOTO,○,win,"飯野  タテオ",25,"1R 00:59 KO",118,matched,"",,""
arai-jo,新井丈,49,2020-11-23,SHOOTO,○,win,"津村  有哉",1153,"判定 3-0",96,matched,"",,""
arai-jo,新井丈,49,2020-03-21,SHOOTO,○,win,"牧ヶ谷  篤",80,"判定 3-0",99,matched,"",,""
arai-jo,新井丈,49,2019-10-20,SHOOTO,○,win,"大竹  陽",1139,"2R 02:21 KO",76,matched,"",,""
arai-jo,新井丈,49,2019-07-15,SHOOTO,×,loss,"内田  タケル",1159,"2R  S  スリーパーホールド",74,matched,"",,""
arai-jo,新井丈,49,2018-12-15,SHOOTO,×,loss,"楳沢  智治",51,"2R 04:51 S  肩固め",61,matched,"",,""
arai-jo,新井丈,49,2018-07-15,SHOOTO,×,loss,"小巻  洋平",59,"1R 01:15 S  スリーパーホールド",58,matched,"",,""
arai-jo,新井丈,49,2018-04-22,SHOOTO,×,loss,"ニシダ ☆ ショー",35,"1R 04:02 S  三角絞め",55,matched,"",,""
arai-jo,新井丈,49,2018-03-25,SHOOTO,×,loss,"箕輪  ひろば",84,"2R 04:05 S  スリーパーホールド",54,matched,"",,""
arai-jo,新井丈,49,2017-02-24,SHOOTO,×,loss,"太田  トモアキ",55,"2R 04:00 KO  グランドパンチ",38,matched,"",,""
arai-jo,新井丈,49,2016-05-28,SHOOTO,○,win,"楳沢  智治",51,"2R 00:24 KO",3,matched,"",,""
arai-jo,新井丈,49,2016-03-21,SHOOTO,△,draw,"小川  竜輔",54,"2R  判定 1-0",8,mismatch,"既存result=win vs profile symbol=△(draw) [shootoRecords, event=プロフェッショナル修斗公式戦] judge(count=0,tie=0,majorityDraw=false)",other,""
suzuki-simon,シモンスズキ,1636,2026-07-13,SHOOTO,○,win,"シンバートル  バットエルデネ",1873,"1R 01:46 TS",285,matched,"",,""
suzuki-simon,シモンスズキ,1636,2026-03-30,SHOOTO,○,win,"饒平名  知靖",1924,"判定 3-0",262,matched,"",,""
suzuki-simon,シモンスズキ,1636,2025-10-19,SHOOTO,○,win,"宮城  友一",955,"判定 0-3",243,matched,"",,""
suzuki-simon,シモンスズキ,1636,2025-07-21,SHOOTO,○,win,"安芸  柊斗",1129,"1R 04:16 S  リアネイキッドチョーク",221,matched,"",,""
suzuki-simon,シモンスズキ,1636,2025-05-18,SHOOTO,○,win,"フィルダウス  フェイジエフ",1815,"1R 03:33 S  リアネイキッドチョーク",229,matched,"",,""
suzuki-simon,シモンスズキ,1636,2025-01-19,SHOOTO,○,win,"山本  壮馬",1722,"判定 3-0",216,matched,"",,""
suzuki-simon,シモンスズキ,1636,2024-11-30,SHOOTO,○,win,"中池  武寛",1179,"1R 04:37 TKO",212,matched,"",,""
suzuki-simon,シモンスズキ,1636,2024-07-21,SHOOTO,×,loss,"岡田  嵐士",1669,"判定 0-2",188,matched,"",,""
suzuki-simon,シモンスズキ,1636,2023-11-19,SHOOTO,△,draw,"江口  諒",1621,"判定 0-0",169,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2026-07-20,SHOOTO,○,win,"中池  武寛",1179,"判定 2-1",254,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2026-03-29,SHOOTO,△,draw,"中村  優作",940,"ドロー 0-1",251,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2025-11-16,SHOOTO,×,loss,"亮我",1493,"3R 04:45 S  リアネイキッドチョーク",224,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2025-01-19,SHOOTO,○,win,"安芸  柊斗",1129,"4R 03:24 S  スリーパーホールド",216,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2024-05-19,SHOOTO,○,win,"石井  逸人",147,"2R 03:12 TKO  レフェリーストップ",184,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2024-01-28,SHOOTO,○,win,"ヤックル  真吾",158,"判定 3-0",199,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2023-07-23,SHOOTO,○,win,"内藤  頌貴",142,"判定 3-0",162,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2023-03-19,SHOOTO,×,loss,"新井  丈",49,"判定 0-3",153,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2022-09-19,SHOOTO,○,win,"内田  タケル",1159,"1R 04:46 S  腕十字固め",133,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2022-03-21,SHOOTO,○,win,"宮城  友一",955,"判定 3-0",130,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2021-06-26,SHOOTO,○,win,"西村  大地",223,"判定 3-0",118,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2021-01-31,SHOOTO,○,win,"鎌田  悠介",635,"判定 0-2",108,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2020-09-19,SHOOTO,○,win,"大竹  陽",1139,"1R 02:19 KO",102,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2019-06-08,SHOOTO,×,loss,"平良  達郎",1144,"判定 3-0",73,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2019-03-24,SHOOTO,×,loss,"梶川  卓",121,"判定 3-0",71,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2018-12-15,SHOOTO,○,win,"六本木  洋",160,"2R 01:24 KO  グラウンドパンチ",61,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2018-08-03,SHOOTO,×,loss,"仲宗根  武蔵",144,"判定 3-0",65,matched,"",,""
sekiguchi-yuto,関口祐冬,959,2018-02-24,SHOOTO,○,win,"輝龍",129,"1R 00:58 KO",52,matched,"",,""
