slug,name,history_index,date,event,opponent,result,org,events_on_that_date,_detail
gustavo-luis,ルイス・グスタボ,15,2016-07-23,Imortal FC 5 - Road to Pancrase,ディエゴ・シルベリオ,win,PANCRASE,(none),confirmed
