slug	name	date	event	opponent	methodRaw	promotion
yuya	憂也	2026-02-27	ONE Friday Fights 144	モハメド・ハディディ	2R TKO	RISE
takeda-kouzou	武田幸三	2001-09-16	新日本キックボクシング協会「Take One」	チャーンビット・ギャットトーボーウボン	3R終了時 TKO（眉間カット）	新日本キックボクシング協会(SNKA)
jorujio-petoroshian	ジョルジオ・ペトロシアン	2019-07-12	ONE Championship 96: Masters of Destiny	ペットモラコット・ペッティンディーアカデミー	3R終了 判定3-0	ONE Championship
jorujio-petoroshian	ジョルジオ・ペトロシアン	2019-05-17	ONE Championship 94: Enter the Dragon	ペットモラコット・ペッティンディーアカデミー	ノーコンテスト	ONE Championship
jorujio-petoroshian	ジョルジオ・ペトロシアン	2018-11-09	ONE Championship 83: Heart Of Lion	ソーグラー・ペッティンディーアカデミー	3R終了 判定3-0	ONE Championship
jorujio-petoroshian	ジョルジオ・ペトロシアン	2018-04-20	ONE Championship 71: Heroes of Honor	ジョー・ナタウット	3R終了 判定3-0	ONE Championship
hyuu	陽勇	2026-04-29	ONE SAMURAI 1	内藤大樹	ユナニマス判定	ONE Championship
hyuu	陽勇	2026-03-14	ONE Fight Night 41: シンサムット vs. ジャービス	スーブラック・トー・プラン49	TKO	ONE Championship
hyuu	陽勇	2025-09-06	ONE Fight Night 35	ジョーダン・エストゥピニャン	TKO	ONE Championship
hyuu	陽勇	2025-03-23	ONE 172: 武尊 VS ロッタン	ザカリア・ジャマリ	ノックアウト	ONE Championship
hyuu	陽勇	2025-02-07	ONE Friday Fights 96	LeandroMiranda	TKO	ONE Championship
hyuu	陽勇	2025-02-06	ONE Friday Night 96: Komawut vs. Panrit	レアンドロ・ミランダ	2R 0:42 TKO（パンチ連打）	ONE Championship
hyuu	陽勇	2024-09-28	ONE Fight Night 81: Superbon vs. Nattawut	ユセフ・サード	3R終了 判定3-0	ONE Championship
hyuu	陽勇	2024-09-27	ONE Friday Fights 81: Superbon vs. Nattawut	ユセフ・サード	ユナニマス判定	ONE Championship
arekusu-robatsu	アレックス・ロバーツ	2013-11-04	MAキック「DRAGON.3 ～THE ONE AND ONLY～ 門戸開放」	林武重	3R 1:04" KO（パンチ連打）	Wikipedia(その他団体)
ranma	嵐舞	2026-08-08	ONE SAMURAI 2	北野克樹	ノックアウト	ONE Championship
ranma	嵐舞	2026-05-22	ONE Friday Fights 155	イー・ヌオ	ノックアウト	ONE Championship
ranma	嵐舞	2026-03-27	ONE Friday Fights 148	ヴェリハン・パリット	ユナニマス判定	ONE Championship
ranma	嵐舞	2026-01-30	ONE Friday Fights 140	チャラムカオ	ノックアウト	ONE Championship
tairon-supon	タイロン・スポーン	2007-10-27	One Night in Bangkok	エミール・ゾーライ	TKO	Wikipedia(その他団体)
uei-rui	ウェイ・ルイ	2025-11-16	ONE 173	秋元皓貴	ユナニマス判定	ONE Championship
uei-rui	ウェイ・ルイ	2025-02-20	ONE 171	ジョナサン・ハガティー	ユナニマス判定	ONE Championship
uei-rui	ウェイ・ルイ	2024-05-03	ONE Fight Night 22: Sundell vs. Diachkova	秋元皓貴	ユナニマス判定	ONE Championship
kana-484	KANA	2026-08-15	ONE Fight Night 46	ユー・ヨウ・プイ	ユナニマス判定	ONE Championship
kana-484	KANA	2026-05-22	ONE Friday Fights 155	ベロ・ニカ	ユナニマス判定	ONE Championship
kana-484	KANA	2025-11-16	ONE 173	スタンプ	ユナニマス判定	ONE Championship
kana-484	KANA	2025-03-23	ONE 172: 武尊 VS ロッタン	ペッディージャー	ユナニマス判定	ONE Championship
kana-484	KANA	2025-01-31	ONE Friday Fights 95	モア・カールソン	ユナニマス判定	ONE Championship
kana-484	KANA	2024-12-20	ONE Friday Fights 92	アニッサ・メクセン	ユナニマス判定	ONE Championship
hiroki-zaitsu	財津大樹	2025-05-11	SPACE ONE×BOM	佐藤大稀	3R判定	RISE
marato-guregorian	マラット・グレゴリアン	2026-08-07	ONE Friday Fights 165 & The Inner Circle	マムカ・ウスビャン	ユナニマス判定	ONE Championship
marato-guregorian	マラット・グレゴリアン	2026-04-29	ONE SAMURAI 1	海人	ノックアウト	ONE Championship
marato-guregorian	マラット・グレゴリアン	2025-11-16	ONE 173	安保瑠輝也	ユナニマス判定	ONE Championship
marato-guregorian	マラット・グレゴリアン	2024-12-20	ONE Friday Fights 92	アブデラリ・ザヒディ	ノックアウト	ONE Championship
marato-guregorian	マラット・グレゴリアン	2024-04-05	ONE Friday Fights 58: Superbon vs. Grigorian II	スーパーボン	ユナニマス判定	ONE Championship
marato-guregorian	マラット・グレゴリアン	2024-01-28	ONE 165: Superlek vs. Takeru	シッティチャイ・シッソンピーノン	ノックアウト	ONE Championship
marato-guregorian	マラット・グレゴリアン	2023-08-04	ONE Fight Night 13: Allazov vs. Grigorian	チンギス・アラゾフ	5R終了 判定0-3	ONE Championship
marato-guregorian	マラット・グレゴリアン	2022-10-01	ONE on Prime Video 2: Xiong vs. Lee 3	タイフン・オズカン	3R終了 判定3-0	ONE Championship
marato-guregorian	マラット・グレゴリアン	2022-03-25	ONE X	スーパーボン	5R終了 判定0-3	ONE Championship
marato-guregorian	マラット・グレゴリアン	2021-10-15	ONE: First Strike	アンディ・サワー	2R 2:26 TKO（脚の負傷）	ONE Championship
marato-guregorian	マラット・グレゴリアン	2020-12-04	ONE: Big Bang	イヴァン・コンドラチョフ	2R 1:52 KO（左ボディブロー）	ONE Championship
shigemori-yota	重森 陽太	2025-03-14	ONE Friday Fights 100	アリ・コユンジュ	ユナニマス判定	ONE Championship
shigemori-yota	重森 陽太	2024-09-06	ONE Friday Fights 78	シン・ドンヒョン	ノックアウト	ONE Championship
takeuchi-masaki	竹内 将生	2018-10-21	M-ONE 2018 FINAL	KOUMA	KO	Bigbang
katsuki-kitano	北野克樹	2026-08-08	ONE SAMURAI 2	嵐舞	ノックアウト	ONE Championship
katsuki-kitano	北野克樹	2026-02-27	ONE Friday Fights 144	レニー・ブラジ	ユナニマス判定	ONE Championship
katsuki-kitano	北野克樹	2025-03-08	ONE Fight Night 29	ステファン・コロディ	ユナニマス判定	ONE Championship
katsuki-kitano	北野克樹	2023-10-27	ONE Friday Fights 38	ハリル・キュトゥクチュ	ユナニマス判定	ONE Championship
masato	魔裟斗	1998-12-27	シュートボクシング「GROUND ONE TOKYO」	アレキサンダー・フォカロルス	5R終了 判定3-0	SHOOT BOXING
shibata-shingo	柴田 真吾	2024-06-07	ONE Friday Fights 66	ミャオ・アオチー	TKO	ONE Championship
shibata-shingo	柴田 真吾	2023-09-15	ONE Friday Fights 33	オトップ・オー・クワンムアン	TKO	ONE Championship
shibata-shingo	柴田 真吾	2023-03-24	ONE Friday Fights 10	ペットクランナー・シップーヤイニラン	スプリット判定	ONE Championship
shibata-shingo	柴田 真吾	2023-02-24	ONE Friday Fights 6	ハーキュリス・ウォー・チャクラウット	ユナニマス判定	ONE Championship
shota-tezuka	手塚翔太	2025-04-18	ONE Friday Fights 105	アリズワン・ノルシャーニー	KO 1R ※OFGマッチ	SHOOT BOXING
jin-mandokoro	政所 仁	2026-02-27	ONE Friday Fights 144	エドゥアルド・マルカリアン	ノックアウト	ONE Championship
masui-yuki	増井 侑輝	2013-03-17	BRIDGE one match challenge 24th	坂本 和樹	KO	Bigbang
naoya-otada	小只直弥	2018-10-21	M-ONE 2018 FINAL	MITSURU	3R 判定	RISE
yuto-hirayama	平山裕翔	2026-05-29	ONE Friday Fights 156 & Superfan Fights	イェ・リージー	TKO	ONE Championship
petmai-mc-superlekmuaythai	ペットマイ・MC.スーパーレックムエタイ	2024-08-02	ONE Friday Fights 73	Sungprab lookpichit	2R TKO	RISE
pk	センチャイ・PKセンチャイムエタイジム	2005-02-12	One Songchai Tsunami Show, Rajamangala Stadium	ケム・シッソーンピーノーン	4R 0:34 KO	Wikipedia(その他団体)
naruo-hiroki	成尾 拓輝	2026-01-30	ONE Friday Fights 140	チェン・ジャーイー	ノックアウト	ONE Championship
naruo-hiroki	成尾 拓輝	2025-08-01	ONE Friday Fights 118	チャン・チンタオ	ノックアウト	ONE Championship
naruo-hiroki	成尾 拓輝	2025-06-13	ONE Friday Fights 112	チャン・ハイヤン	TKO	ONE Championship
naruo-hiroki	成尾 拓輝	2025-04-11	ONE Friday Fights 104	アルベウ・ダ・シウバ	TKO	ONE Championship
kaito-2	海人	2026-08-08	ONE SAMURAI 2	モハメド・シアサラニ	KO 1R	SHOOT BOXING
kaito-2	海人	2026-04-29	ONE SAMURAI 1	マラット・グレゴリアン	KO 1R	SHOOT BOXING
kaito-2	海人	2025-05-23	ONE FridayFights 109	モハメド・シアサラニ	3R 判定	SHOOT BOXING
petosankomu-so-sonmai	ペットサンコム・ソー・ソンマイ	2024-10-25	ONE Friday Fights 84	サンデー・ブーンデクシアン	マジョリティ判定	ONE Championship
anpo-rukiya	安保瑠輝也	2026-10-17	ONE SAMURAI 4	ボグダン・シュマロフ	試合前	ONE Championship
anpo-rukiya	安保瑠輝也	2025-11-16	ONE 173	マラット・グレゴリアン	ユナニマス判定	ONE Championship
koki-osaki	大﨑孔稀	2024-11-08	ONE Friday Fights 86	フオ・シャオロン	3R 判定	RISE
tsujii-wakana	辻井和奏	2024-11-29	ONE Friday Fights 89	タンタン	3R終了 判定0-3	ONE Championship
fuu	風羽	2024-11-08	ONE Friday Fights 86	イスライ・エリカ・ポモガオ	3R 判定	SHOOT BOXING
fuu	風羽	2024-11-08	ONE Friday Fights 86	イスライ・エリカ・ボモガオ	ユナニマス判定	ONE Championship
kosuke-takagi	都木航佑	2026-08-08	ONE SAMURAI 2	ルオ・チャオ	3R 判定	SHOOT BOXING
ihara-hiroyuki	井原 浩之	2024-03-22	ONE Friday Fights 56	フルカン・カラバフ	TKO	ONE Championship
akuramu-hamidi	アクラム・ハミディ	2026-07-31	ONE Friday Fights 164 & The Inner Circle	ワッチャラフォン・PK・センチャイ	ユナニマス判定	ONE Championship
akuramu-hamidi	アクラム・ハミディ	2024-09-27	ONE Friday Fights 81: Superbon vs. Nattawut	サムエー	ノックアウト	ONE Championship
akuramu-hamidi	アクラム・ハミディ	2024-06-07	ONE Friday Fights 66	ゴンチャイ	TKO	ONE Championship
akuramu-hamidi	アクラム・ハミディ	2023-09-22	ONE Friday Fights 34: Rodtang vs. Superlek	プラジャンチャイ・PK・センチャイ	ユナニマス判定	ONE Championship
akuramu-hamidi	アクラム・ハミディ	2023-06-23	ONE Friday Fights 22	ジョムホート・オート・ムエタイ	TKO	ONE Championship
kota-saenchai-gym	弘・センチャイジム	2024-05-24	ONE FRIDAY FIGHTS64	ジョハン・エストゥピニャン	1R KO負け	ONE Championship
hyuga	彪司	2025-11-21	ONE Friday Fights 134	ワン・ユハン	ノックアウト	ONE Championship
buakao-banchameku	ブアカーオ・バンチャメーク	2015-07-01	T-one Muay Thai 2015	Artem Pashporin	3R終了 判定3-0	Wikipedia(その他団体)
cho-gyonjie	チョ・ギョンジェ	2026-05-01	ONE Friday Fights 152 & Superfan Fights	ジャミール・オスマノフ	ノックアウト	ONE Championship
cho-gyonjie	チョ・ギョンジェ	2026-01-16	ONE Friday Fights 138	将太	TKO	ONE Championship
cho-gyonjie	チョ・ギョンジェ	2023-04-09	ROAD TO ONE JAPAN	高橋幸光	3R 判定	RISE
ryoga-terayama	寺山遼冴	2026-03-20	ONE Friday Fights 147	ナレク・ハチキヤン	ノックアウト	ONE Championship
rikarudo-burabo	リカルド・ブラボ	2023-08-25	ONE Friday Fights 30	デンパノム・プラン26	2R KO	RISE
ota-takuma	大田 拓真	2026-06-05	ONE Friday Fights 157 & The Inner Circle Fights	ジェイコブ・トンプソン	ユナニマス判定	ONE Championship
ota-takuma	大田 拓真	2025-12-12	ONE Friday Fights 136	イズラエル・ドス・サントス	ユナニマス判定	ONE Championship
ota-takuma	大田 拓真	2024-11-01	ONE Friday Fights 85	ウェイ・ジーチン	ユナニマス判定	ONE Championship
ota-takuma	大田 拓真	2024-08-16	ONE Friday Fights 75	ブラジル	スプリット判定	ONE Championship
ota-takuma	大田 拓真	2024-04-19	ONE Friday Fights 59	コプター・ソー・ソンマイ	ノックアウト	ONE Championship
ota-takuma	大田 拓真	2023-09-08	ONE Friday Fights 32	ジェルテ・ブロマート	ユナニマス判定	ONE Championship
supa-yai-chan	スーパー・ヤイ・チャン	2025-05-30	ONE Friday Fights 110	瀬戸睦雅	ユナニマス判定	ONE Championship
supa-yai-chan	スーパー・ヤイ・チャン	2025-05-30	ONE Friday Fights１１０	睦 雅	判定0-3	JKA
supa-yai-chan	スーパー・ヤイ・チャン	2025-03-14	ONE Friday Fights 100	サンガルティット	ユナニマス判定	ONE Championship
supa-yai-chan	スーパー・ヤイ・チャン	2025-01-31	ONE Friday Fights 95	JaroenpornTaiKubon	ノックアウト	ONE Championship
supa-yai-chan	スーパー・ヤイ・チャン	2024-08-30	ONE Friday Fights 77	スーティン・リンムエタイ	スプリット判定	ONE Championship
kakeru	翔	2026-06-19	ONE Friday Fights 159	ワリード・サクラジ	ユナニマス判定	ONE Championship
gump	GUMP	2025-08-15	ONE Friday Fights120	チャン・ハイヤン	3R 判定	RISE
komiyama-kousuke	小宮山工介	2014-04-13	MA日本キック DRAGON.5 ～THE ONE AND ONLY～ 門戸開放	マキ・ピンサヤーム	5R終了 判定0-2	Wikipedia(その他団体)
shiba-kojiro	芝 宏二郎	2025-11-28	ONE Friday Fights 135	シラチャイ・ソー・ジョー・ダンラヨン	ノックアウト	ONE Championship
shiba-kojiro	芝 宏二郎	2025-08-01	ONE Friday Fights 118	モン・ヨッダザイ	TKO	ONE Championship
shiba-kojiro	芝 宏二郎	2024-11-15	ONE Friday Fights 87	ジャマーク・クーパー	ノックアウト	ONE Championship
donkingu-yotarakumuetai	ドンキング・ヨータラックムエタイ	2026-04-24	ONE Friday Fights 151	チェン・ジャーイー	ノックアウト	ONE Championship
donkingu-yotarakumuetai	ドンキング・ヨータラックムエタイ	2026-02-13	ONE Friday Fights 142	グレゴール・トム	ノックアウト	ONE Championship
donkingu-yotarakumuetai	ドンキング・ヨータラックムエタイ	2025-09-05	ONE Friday Fights 123	ルスタム・ユヌソフ	ユナニマス判定	ONE Championship
donkingu-yotarakumuetai	ドンキング・ヨータラックムエタイ	2025-06-20	ONE Friday Fights 113	ヨードレックペット・オー・アトチャリア	ノックアウト	ONE Championship
donkingu-yotarakumuetai	ドンキング・ヨータラックムエタイ	2025-02-07	ONE Friday Fights 96	デンパヤック・デペッシートン	ノックアウト	ONE Championship
donkingu-yotarakumuetai	ドンキング・ヨータラックムエタイ	2024-10-04	ONE Friday Fights 82	セクサン・フェアテックス	ユナニマス判定	ONE Championship
hiroki-suzuki	鈴木宙樹	2026-05-15	ONE Friday Fights 154	デニス・ドツェンコ	TKO	ONE Championship
hiroki-suzuki	鈴木宙樹	2026-01-23	ONE Friday Fights 139	ガブリエル・ペレイラ	マジョリティ判定	ONE Championship
hiroki-suzuki	鈴木宙樹	2023-02-10	ONE Friday Fights 4	ファリヤ・アミニプール	3R 判定	RISE
yamato-tetsuya	大和 哲也	2013-05-16	M-ONE GRAND MUAY THAI	サゲッダーオ・ペットパヤタイ	4R TKO（肘打ち）	Wikipedia(その他団体)
ogasawara-eisaku	小笠原 瑛作	2025-09-05	ONE Friday Fights 123	サニット	ノックアウト	ONE Championship
ogasawara-eisaku	小笠原 瑛作	2024-09-27	ONE Friday Fights 81: Superbon vs. Nattawut	リッティデット・ソー・ソンマイ	ユナニマス判定	ONE Championship
ogasawara-eisaku	小笠原 瑛作	2024-04-26	ONE Friday Fights 60	ソーンスックノーイ	マジョリティ判定	ONE Championship
ogasawara-eisaku	小笠原 瑛作	2023-12-22	ONE Friday Fights 46: Tawanchai vs. Superbon	チョーファー・トー・センティアンノーイ	ノックアウト	ONE Championship
ogasawara-eisaku	小笠原 瑛作	2023-08-25	ONE Friday Fights 30	ヨッドウィッタヤ・ペッチョンプー	ノックアウト	ONE Championship
hiroki-kasahara	笠原弘希	2026-08-08	ONE SAMURAI 2	塩川 琉斗	3R 判定	SHOOT BOXING
hiroki-kasahara	笠原弘希	2024-02-23	ONE Friday Fights 53	ワラポン・ソー.デッチャパン	3R 判定	SHOOT BOXING
hiroki-kasahara	笠原弘希	2024-02-23	ONE Friday Fights 53	ワラポン	ユナニマス判定	ONE Championship
hiroki-kasahara	笠原弘希	2024-02-23	ONE Friday Fights 53	ウォラポン・ソー・デチャパン	3R終了 判定0-3	ONE Championship
hiroki-kasahara	笠原弘希	2023-04-23	ONE Friday Fights 53	ワラポン・ソー.デッチャパン	3R 判定	RISE
gaogurai-gennorashin	ガオグライ・ゲーンノラシン	2011-10-21	M-One "Team Thailand vs. Team America"	ジョー・シリング	1R2:43　TKO（レフェリーストップ）	Wikipedia(その他団体)
ryuki-yoshioka	吉岡龍輝	2026-03-06	ONE Friday Fights 145	アーサー・クロップ	ユナニマス判定	ONE Championship
kitamura-makoto	喜多村誠	2022-12-11	BOMプロモーション「ROAD TO ONE JAPAN & Shimizu presents BOM 37」　BOMミドル級（72.57kg）3分5R	松島勲也	４R 1:03 TKO（レフェリーストップ）	Wikipedia(その他団体)
naoya-kuroda	黒田直也	2024-09-06	ONE Friday Fights 78	ジョニー・ド・ルー	ノックアウト	ONE Championship
naoya-kuroda	黒田直也	2024-08-02	ONE Friday Fights 73	ファジャラット・ソー・デチャパン	ノックアウト	ONE Championship
kaito-4	魁斗	2024-06-28	ONE Friday Fights 68	ラン・シャンテン	3R 判定	SHOOT BOXING
takezoe-shota	竹添 翔太	2026-03-27	ONE Friday Fights 148	イーヤン・シェン	スプリット判定	ONE Championship
pedamu-petogyatopeto	ペッダム・ペットギャットペット	2024-02-02	ONE Friday Fights 50	ペットセンチャイ・MUデン・コンマイバオウィー	ノックアウト	ONE Championship
pedamu-petogyatopeto	ペッダム・ペットギャットペット	2023-10-06	ONE Friday Fights 36	ペットパランチャイ・ポー・ジャロンペット	ノックアウト	ONE Championship
pedamu-petogyatopeto	ペッダム・ペットギャットペット	2023-07-21	ONE Friday Fights 26	サクチャイノーイ・MUデン	ノックアウト	ONE Championship
furumura-hikaru	古村 光	2026-03-20	ONE Friday Fights 147	アダム・メサウディ	スプリット判定	ONE Championship
furumura-hikaru	古村 光	2025-09-12	ONE Friday Fights 124	ソンサイ・ラオラネサン	ノックアウト	ONE Championship
furumura-hikaru	古村 光	2025-05-09	ONE Friday Fights 107	カイス・モハメッド	ノックアウト	ONE Championship
suzuki-shinji	鈴木真治	2026-06-27	ONE Fight Night 44	フェラーリ・フェアテックス	ユナニマス判定	ONE Championship
suzuki-shinji	鈴木真治	2025-12-06	ONE Fight Night 38	ドミトリー・コフトゥン	ユナニマス判定	ONE Championship
suzuki-shinji	鈴木真治	2025-02-20	ONE 171	ジェイク・ピーコック	TKO	ONE Championship
suzuki-shinji	鈴木真治	2024-03-01	ONE 166: Qatar	ハン・ズーハオ	ユナニマス判定	ONE Championship
suzuki-shinji	鈴木真治	2023-09-08	ONE Friday Fights 32	スーブラック・トー・プラン49	ノックアウト	ONE Championship
shoa-arii	有井渚海	2021-02-22	Road to ONE:4th Young Guns	平松 侑	2R KO	RISE
shoa-arii	有井渚海	2020-09-10	ROAD to ONE 3rd：TOKYO FIGHT NIGHT	黒田直也	2R KO	RISE
shoa-arii	有井渚海	2019-10-05	ONE WARRIOR SERIES	レイ	3R TKO	RISE
kosei-yoshida	吉田晄成	2026-07-24	ONE Friday Fights 163 & The Inner Circle	リュー・ジュンチャオ	ユナニマス判定	ONE Championship
kosei-yoshida	吉田晄成	2026-05-29	ONE Friday Fights 156 & Superfan Fights	ホアン・ザ・ダイ	ノックアウト	ONE Championship
kosei-yoshida	吉田晄成	2026-04-10	ONE Friday Fights 150	ホアン・ジェンバン	ユナニマス判定	ONE Championship
kosei-yoshida	吉田晄成	2026-02-20	ONE Friday Fights 143	ファクリディン・ハサノフ	ユナニマス判定	ONE Championship
kosei-yoshida	吉田晄成	2025-09-05	ONE Friday Fights123	トヴァン・ノピアン	3R 判定	RISE
kurisutina-moraresu	クリスティーナ・モラレス	2024-03-08	ONE Fight Night 20: Todd vs. Phetjeeja	アリシア・ヘレン・ロドリゲス	ユナニマス判定	ONE Championship
kurisutina-moraresu	クリスティーナ・モラレス	2023-11-03	ONE Fight Night 16: Haggerty vs. Andrade	アンナ・ジャルーンサック	TKO	ONE Championship
kawano-ryuki	川野 龍輝	2026-04-24	ONE Friday Fights 151	リカルド・サンチェス	TKO	ONE Championship
kawano-ryuki	川野 龍輝	2025-05-30	ONE Friday Fights 110	フー・イエ	ユナニマス判定	ONE Championship
kawano-ryuki	川野 龍輝	2025-02-07	ONE Friday Fights 96	ワン・ユハン	ユナニマス判定	ONE Championship
maeda-kensaku	前田憲作	1992-07-18	全日本キックボクシング連盟「One Truth 5th」	立嶋篤史	5R終了 判定2-0	全日本キックボクシング連盟
maeda-kensaku	前田憲作	1992-01-25	全日本キックボクシング連盟「One Truth」	斉藤直弘	2R 2:27 KO	全日本キックボクシング連盟
arekusei-igunashofu	アレクセイ・イグナショフ	2004-04-11	MT ONE	シリル・ディアバテ	5R終了 判定	Wikipedia(その他団体)
taku	TAKU	2026-02-27	ONE Friday Fights 144	サンガルティット	3R 判定	RISE
taku	TAKU	2025-10-31	ONE Friday Fights 131	ガブリエル・ペレイラ	3R 判定	RISE
haruto-yasumoto	安本晴翔	2024-07-26	ONE Friday Fights 72	アキフ・グルザダ	3R 判定	RISE
haruto-yasumoto	安本晴翔	2024-05-10	ONE Friday Fights 62	テミルラン・ベクムルザエフ	3R 判定	RISE
hashimoto-ryota	橋本 亮汰	2024-06-28	ONE Friday Fights 68	上野優翔	ノックアウト	ONE Championship
dabido-kiria	ダビッド・キリア	2023-08-04	ONE Fight Night 13: Allazov vs. Grigorian	タワンチャイ・PK・センチャイ	TKO	ONE Championship
dabido-kiria	ダビッド・キリア	2022-05-20	ONE 157: PETCHMORAKOT VS VIENOT	モハメド・ブタザ	ユナニマス判定	ONE Championship
migeru-torindade	ミゲール・トリンダーデ	2023-09-22	ONE Friday Fights 34	シブムン・シッチェブンタン	1R KO	RISE
yumeto-mizuno	水野夢斗	2025-08-08	ONE Friday Fights 119	ルオ・チェンハオ	3R 判定	RISE
rikito	力斗	2025-08-29	ONE Friday Fights 122	チェン・チャオビン	スプリット判定	ONE Championship
retsu-sashida	指田 烈	2026-04-03	ONE Friday Fights 149	イザヤ・バダト	1R KO	RISE
retsu-sashida	指田 烈	2026-01-30	ONE Friday Fights 140	ダニラ・バシリヒン	2R KO	RISE
ono-takashi	大野 貴志	2013-04-14	DRAGON ROAD ONE AND ONLY TAKE１	ジョムペット・チューワッタナ	判定	Bigbang
niki-horutsuken	ニキー・ホルツケン	2025-03-14	ONE Friday Fights 100	シンサムット・クリンミー	ノックアウト	ONE Championship
niki-horutsuken	ニキー・ホルツケン	2023-06-09	ONE Fight Night 11: Eersel vs. Menshikov	アドリアン・サディコビッチ	ユナニマス判定	ONE Championship
niki-horutsuken	ニキー・ホルツケン	2022-03-26	ONE X	シンサムット・クリンミー	ノックアウト	ONE Championship
niki-horutsuken	ニキー・ホルツケン	2021-04-22	ONE on TNT III	ジョン・ウェイン・パー	TKO	ONE Championship
niki-horutsuken	ニキー・ホルツケン	2018-11-17	ONE Championship 84: Warrior's Dream	コスモ・アレキサンドラ	2R 2:59 KO（アッパー）	ONE Championship
niki-horutsuken	ニキー・ホルツケン	2014-12-25	One Shot World Series	Yusuf Karakaya	1R 2:05 TKO	Wikipedia(その他団体)
niki-horutsuken	ニキー・ホルツケン	2007-10-27	Slamm 4 One Night in Bangkok	ラムソンクラーム・チューワッタナ	3R終了 判定3-0	Wikipedia(その他団体)
asuranbeku-jikurebu	アスランベック・ジクレーブ	2023-11-17	ONE Friday Fights 41	ビュー・ペットコーソル	ユナニマス判定	ONE Championship
asuranbeku-jikurebu	アスランベック・ジクレーブ	2023-04-21	ONE Friday Fights 13	ハーキュリス・ウォー・チャクラウット	スプリット判定	ONE Championship
asuranbeku-jikurebu	アスランベック・ジクレーブ	2023-03-25	ONE Fight Night 8: Superlek vs. Williams	ルイ・ボテーリョ	スプリット判定	ONE Championship
asuranbeku-jikurebu	アスランベック・ジクレーブ	2022-07-22	ONE 159: DE RIDDER VS. BIGDASH	ジャン・ペイメン	ユナニマス判定	ONE Championship
ryujin-nasukawa	那須川龍心	2026-07-24	ONE Friday Fights 163 & The Inner Circle	トンプーン	TKO	ONE Championship
ryujin-nasukawa	那須川龍心	2026-07-24	ONE Friday Fights 163	トンプーン・PK・センチャイ	2R 2:01 TKO（パンチ連打）	ONE Championship
kakizaki-rui	柿﨑 瑠	2025-03-21	ONE Friday Fights 101	エンゾ・クラリス	スプリット判定	ONE Championship
kakizaki-rui	柿﨑 瑠	2024-10-04	ONE Friday Fights 82	ルー・イーフー	ユナニマス判定	ONE Championship
issei-saenchai-gym	壱・センチャイジム	2025-02-28	ONE FRIDAY FIGHTS 98	ルー・イーフー	2R 2:41 KO	ONE Championship
issei-saenchai-gym	壱・センチャイジム	2024-07-19	ONE Friday Nights 71	ティムール・チュイコフ	3R終了 判定3-0	ONE Championship
issei-saenchai-gym	壱・センチャイジム	2018-04-01	M-ONE 4.1	村井雄誠	判定 3-0	Wikipedia(その他団体)
kido-yasuhiro	城戸康裕	2025-05-11	SPACE ONE × BOM	ワン・カイフェン	判定	Bigbang
kido-yasuhiro	城戸康裕	2024-11-16	Space One Champions	ワン・カイフェン	KO	Bigbang
kido-yasuhiro	城戸康裕	2024-05-07	Space One Champions 2024	イー・ロン	KO	Bigbang
shoma	翔真	2026-02-20	ONE Friday Fights143	マイケル・バラノフ	3R KO	RISE
hisai-taimu	久井 大夢	2026-04-29	ONE SAMURAI 1	秋元皓貴	スプリット判定	ONE Championship
hisai-taimu	久井 大夢	2026-04-24	ONE SAMURAI 1	秋元皓貴	3R終了 判定1-2	ONE Championship
hisai-taimu	久井 大夢	2025-09-05	ONE Friday Fights 123	チャン・チンタオ	ユナニマス判定	ONE Championship
kyoshiro	恭士郎	2014-09-14	DRAGON ROAD THE ONE AND ONLY TAKE6	白神 喜弘	判定	Bigbang
kyoshiro	恭士郎	2013-11-04	DRAGON.3 ～THE ONE AND ONLY～ 門戸開放	涼平	判定	Bigbang
kyoshiro	恭士郎	2013-06-30	DRAGON ROAD ～ONE AND ONLY TAKE2～	和真	引分	Bigbang
kyoshiro	恭士郎	2013-04-14	DRAGON ROAD ONE AND ONLY TAKE１	カズ☆ソーンパヤック	判定	Bigbang
telecainfinity	テレカ∞	2024-06-28	ONE Friday Fights 68	上野優翔	1R KO	RISE
yura	YURA	2023-01-15	X FORCE ONE	畑中健太	3R終了 判定3-0	Wikipedia(その他団体)
blackshisa-sotaro	ブラックシーサー颯太朗	2026-04-03	ONE Friday Fights 149	デルファン・ドゥイ・サトリオ	3R判定	RISE
hiroyuki	HIROYUKI	2025-12-12	ONE Friday Fights 136	ペッダム・シテラワン	TKO	ONE Championship
hiroyuki	HIROYUKI	2024-12-13	ONE Friday Fights 91	パデッスク	KO	Bigbang
hiroyuki	HIROYUKI	2024-10-04	ONE Friday Fights 82	プラカイペット・エミネントエアー	ユナニマス判定	ONE Championship
hiroyuki	HIROYUKI	2024-08-09	ONE Friday Fights 74	シンサンパー・ルークブンミー	ノックアウト	ONE Championship
hiroyuki	HIROYUKI	2020-04-17	Road to ONE：2nd sponsored by ABEMA	ポン	KO	Bigbang
tanitsu-haruyuki	谷津 晴之	2026-02-06	ONE Friday Fights 141	リン・テット・アウン	ノックアウト	ONE Championship
tanitsu-haruyuki	谷津 晴之	2025-10-17	ONE Friday Fights 129	ハー・リン・オム	ユナニマス判定	ONE Championship
