count	opponentName	classification
2	ジャオウェハー	正当な未リンク(名簿に候補なし)
2	菅原 悠次	正当な未リンク(名簿に候補なし)
2	Prayim sor.bonmerit	正当な未リンク(名簿に候補なし)
2	リョウヤ・ハリケーン	正当な未リンク(名簿に候補なし)
2	アティラ・フスコ	正当な未リンク(名簿に候補なし)
2	ディミトリー・アレクスイディス	正当な未リンク(名簿に候補なし)
2	谷岡祐樹	正当な未リンク(名簿に候補なし)
2	ジョン・ワイアット	正当な未リンク(名簿に候補なし)
2	亜美	正当な未リンク(名簿に候補なし)
2	恭介	正当な未リンク(名簿に候補なし)
2	関本鷹介	正当な未リンク(名簿に候補なし)
2	山下 右恭	正当な未リンク(名簿に候補なし)
2	宇佐美正パトリック	正当な未リンク(名簿に候補なし)
2	杉田優牙	正当な未リンク(名簿に候補なし)
2	ドリトン・ラマ	正当な未リンク(名簿に候補なし)
2	大久保貴宏	正当な未リンク(名簿に候補なし)
2	森田泰男	正当な未リンク(名簿に候補なし)
2	岸佑樹	正当な未リンク(名簿に候補なし)
2	佐々木誠	正当な未リンク(名簿に候補なし)
2	吉田凜太朗	正当な未リンク(名簿に候補なし)
2	晃希	正当な未リンク(名簿に候補なし)
2	ミシマ	正当な未リンク(名簿に候補なし)
2	中山 航輔	正当な未リンク(名簿に候補なし)
2	藤本昌大	正当な未リンク(名簿に候補なし)
2	Union朱里	正当な未リンク(名簿に候補なし)
2	パク・ヘヨン	正当な未リンク(名簿に候補なし)
2	ソン・ミンホ	正当な未リンク(名簿に候補なし)
2	鄭裕蒿（ジョン・イーゴ）	正当な未リンク(名簿に候補なし)
2	山上幹臣	正当な未リンク(名簿に候補なし)
2	岡田有晃	正当な未リンク(名簿に候補なし)
2	吉野幸喜	正当な未リンク(名簿に候補なし)
2	吉角綾真	正当な未リンク(名簿に候補なし)
2	脩真	正当な未リンク(名簿に候補なし)
2	RISING力	正当な未リンク(名簿に候補なし)
2	宇宙YAMATO	正当な未リンク(名簿に候補なし)
2	YASU	正当な未リンク(名簿に候補なし)
2	黒川 真里裳	正当な未リンク(名簿に候補なし)
2	キム・ミンジ	正当な未リンク(名簿に候補なし)
2	内田洋一	正当な未リンク(名簿に候補なし)
2	神谷友和	正当な未リンク(名簿に候補なし)
2	名高	正当な未リンク(名簿に候補なし)
2	宮坂 桂介	正当な未リンク(名簿に候補なし)
2	中尾龍慧	正当な未リンク(名簿に候補なし)
2	泰史	正当な未リンク(名簿に候補なし)
2	山下 明涼真	正当な未リンク(名簿に候補なし)
2	TAMURA	正当な未リンク(名簿に候補なし)
2	小鳥	正当な未リンク(名簿に候補なし)
2	パク・ヨハン	正当な未リンク(名簿に候補なし)
2	岡村裕馬	正当な未リンク(名簿に候補なし)
2	モハメド・アリ	正当な未リンク(名簿に候補なし)
2	國吉	正当な未リンク(名簿に候補なし)
2	ファブリジオ・ベルガミーニ	正当な未リンク(名簿に候補なし)
2	山崎銀次郎	正当な未リンク(名簿に候補なし)
2	本多孝一	正当な未リンク(名簿に候補なし)
2	モハメッド・アンバリン	正当な未リンク(名簿に候補なし)
2	穂波 楓	正当な未リンク(名簿に候補なし)
2	Asmir Burgic	正当な未リンク(名簿に候補なし)
2	田口尚文	正当な未リンク(名簿に候補なし)
2	ギセップ・デナテイル	正当な未リンク(名簿に候補なし)
2	貴之	正当な未リンク(名簿に候補なし)
2	勇 馬	正当な未リンク(名簿に候補なし)
2	チャンスック・バーテックス	正当な未リンク(名簿に候補なし)
2	坂元浩一	正当な未リンク(名簿に候補なし)
2	石塚 勇史	正当な未リンク(名簿に候補なし)
2	小島 大和	正当な未リンク(名簿に候補なし)
2	川上 大樹	正当な未リンク(名簿に候補なし)
2	シェムシ・ベキリ	正当な未リンク(名簿に候補なし)
2	上山龍紀	正当な未リンク(名簿に候補なし)
2	中村篤史	正当な未リンク(名簿に候補なし)
2	小笠原 綾子	正当な未リンク(名簿に候補なし)
2	KEIGO	正当な未リンク(名簿に候補なし)
2	野村 怜央	正当な未リンク(名簿に候補なし)
2	ボーちゃん	正当な未リンク(名簿に候補なし)
2	綱島晴都	正当な未リンク(名簿に候補なし)
2	羽生槙徒	正当な未リンク(名簿に候補なし)
2	小田巻洋子	正当な未リンク(名簿に候補なし)
2	西田浩樹	正当な未リンク(名簿に候補なし)
2	埜口 孝稀	正当な未リンク(名簿に候補なし)
2	斉藤 遼太	正当な未リンク(名簿に候補なし)
2	カズ宮澤	正当な未リンク(名簿に候補なし)
2	小田武司	正当な未リンク(名簿に候補なし)
2	須貝孔喜	正当な未リンク(名簿に候補なし)
2	パヤヤーム浜田	正当な未リンク(名簿に候補なし)
2	脇田誠	正当な未リンク(名簿に候補なし)
2	伊豆丸正人	正当な未リンク(名簿に候補なし)
2	大川洋	正当な未リンク(名簿に候補なし)
2	村山智耶	正当な未リンク(名簿に候補なし)
2	タヒール・メンチチ	正当な未リンク(名簿に候補なし)
2	オ・デュソク	正当な未リンク(名簿に候補なし)
2	キム・ヨンジョン	正当な未リンク(名簿に候補なし)
2	ノエル・カデット	正当な未リンク(名簿に候補なし)
2	本山 亮徳	正当な未リンク(名簿に候補なし)
2	ラックヒン・サックジャウィー	正当な未リンク(名簿に候補なし)
2	大河内 佑飛	正当な未リンク(名簿に候補なし)
2	竜哉	正当な未リンク(名簿に候補なし)
2	蓮	正当な未リンク(名簿に候補なし)
2	森巧光	正当な未リンク(名簿に候補なし)
2	トンサヤーム・ゲッソンリット	正当な未リンク(名簿に候補なし)
2	虎之助	正当な未リンク(名簿に候補なし)
2	クロダッシュ	正当な未リンク(名簿に候補なし)
2	花見浩太	正当な未リンク(名簿に候補なし)
2	堺 龍平	正当な未リンク(名簿に候補なし)
2	めぐみ	正当な未リンク(名簿に候補なし)
2	キム・スンヨル	正当な未リンク(名簿に候補なし)
2	ベク・マンソン	正当な未リンク(名簿に候補なし)
2	須藤 稔也	正当な未リンク(名簿に候補なし)
2	玉垣集	正当な未リンク(名簿に候補なし)
2	高平大需	正当な未リンク(名簿に候補なし)
2	秋草利光	正当な未リンク(名簿に候補なし)
2	ポーン	正当な未リンク(名簿に候補なし)
2	コンゲンチャイ	正当な未リンク(名簿に候補なし)
2	星雄晴	正当な未リンク(名簿に候補なし)
2	勇鷹	正当な未リンク(名簿に候補なし)
2	真島 達也	正当な未リンク(名簿に候補なし)
2	ジョムトーン・チューワッタナ	正当な未リンク(名簿に候補なし)
2	村田 裕俊	正当な未リンク(名簿に候補なし)
2	笹羅 歩	正当な未リンク(名簿に候補なし)
2	ウ・スンボム	正当な未リンク(名簿に候補なし)
2	蘇我 英樹	正当な未リンク(名簿に候補なし)
2	田中 秀和	正当な未リンク(名簿に候補なし)
2	清水隆誠	正当な未リンク(名簿に候補なし)
2	優吏	正当な未リンク(名簿に候補なし)
2	勇児	正当な未リンク(名簿に候補なし)
2	鰤鰤左衛門	正当な未リンク(名簿に候補なし)
2	小堀厳基	正当な未リンク(名簿に候補なし)
2	河北“KONG”光生	正当な未リンク(名簿に候補なし)
2	JIN CHOKE-DEE	正当な未リンク(名簿に候補なし)
2	嚴士鎔（ゲン・シヨウ）	正当な未リンク(名簿に候補なし)
2	力丈	正当な未リンク(名簿に候補なし)
2	大月 慎也	正当な未リンク(名簿に候補なし)
2	コンイサーン	正当な未リンク(名簿に候補なし)
2	チェ・ソクヒ	正当な未リンク(名簿に候補なし)
2	タネヨシホ	正当な未リンク(名簿に候補なし)
2	ロンペット	正当な未リンク(名簿に候補なし)
2	ワラポン・ソー.デッチャパン	正当な未リンク(名簿に候補なし)
2	Phoenixx 祥梧	正当な未リンク(名簿に候補なし)
2	イマニー・リー	正当な未リンク(名簿に候補なし)
2	アリエル・マストフ	正当な未リンク(名簿に候補なし)
2	ケリー・レオ	正当な未リンク(名簿に候補なし)
2	マービン・イーストマン	正当な未リンク(名簿に候補なし)
2	ジェフ・フォード	正当な未リンク(名簿に候補なし)
2	プリンス・ハミッド	正当な未リンク(名簿に候補なし)
2	瑠稀士	正当な未リンク(名簿に候補なし)
2	マーク・セルビー	正当な未リンク(名簿に候補なし)
2	ドゥシュ・プー	正当な未リンク(名簿に候補なし)
2	成川駿	正当な未リンク(名簿に候補なし)
2	佐藤 琉	正当な未リンク(名簿に候補なし)
2	左禅丸	正当な未リンク(名簿に候補なし)
2	NAOKI	正当な未リンク(名簿に候補なし)
2	牛若丸昌彦	正当な未リンク(名簿に候補なし)
2	広センチャイジム	正当な未リンク(名簿に候補なし)
2	KEI	正当な未リンク(名簿に候補なし)
2	浅野タクミノカミ	正当な未リンク(名簿に候補なし)
2	階 勇弥	正当な未リンク(名簿に候補なし)
2	洸児	正当な未リンク(名簿に候補なし)
2	英雄マクシマス	正当な未リンク(名簿に候補なし)
2	田中翔太	正当な未リンク(名簿に候補なし)
2	SHOHEI	正当な未リンク(名簿に候補なし)
2	寺西大輝	正当な未リンク(名簿に候補なし)
2	若原 快	正当な未リンク(名簿に候補なし)
2	山崎天輔	正当な未リンク(名簿に候補なし)
2	岩本 蘭	正当な未リンク(名簿に候補なし)
2	錦 知沙	正当な未リンク(名簿に候補なし)
2	岸本 篤史	正当な未リンク(名簿に候補なし)
2	藤巻 心	正当な未リンク(名簿に候補なし)
2	ユ・ジン	正当な未リンク(名簿に候補なし)
2	蓮見龍馬	正当な未リンク(名簿に候補なし)
2	善家智哉	正当な未リンク(名簿に候補なし)
2	TOMONORI	正当な未リンク(名簿に候補なし)
2	阿部裕幸	正当な未リンク(名簿に候補なし)
2	ダニー・スティール	正当な未リンク(名簿に候補なし)
2	チャモアペット・チョーチャモアン	正当な未リンク(名簿に候補なし)
2	イーヤン・シェン	正当な未リンク(名簿に候補なし)
2	甲斐翔大郎	正当な未リンク(名簿に候補なし)
2	河埜留奈	正当な未リンク(名簿に候補なし)
2	津田鉄平	正当な未リンク(名簿に候補なし)
2	新川 祥太	正当な未リンク(名簿に候補なし)
2	李俊亨	正当な未リンク(名簿に候補なし)
2	幸四郎	正当な未リンク(名簿に候補なし)
2	超弁慶	正当な未リンク(名簿に候補なし)
2	HARUMI	正当な未リンク(名簿に候補なし)
2	こりく	正当な未リンク(名簿に候補なし)
2	大庭 龍華	正当な未リンク(名簿に候補なし)
2	TATSUMI	正当な未リンク(名簿に候補なし)
2	パク・ウィング・ヒョング	正当な未リンク(名簿に候補なし)
2	ムサシ	正当な未リンク(名簿に候補なし)
2	将泰	正当な未リンク(名簿に候補なし)
2	ジョニーオリベイラ（ブラジル）	正当な未リンク(名簿に候補なし)
2	阿羅斗	正当な未リンク(名簿に候補なし)
2	ベニー・ユキヒデ	正当な未リンク(名簿に候補なし)
2	阿部 泰彦	正当な未リンク(名簿に候補なし)
2	前田 悠	正当な未リンク(名簿に候補なし)
2	ロブ・ハネマン	正当な未リンク(名簿に候補なし)
2	ヴィサム・フェイリー	正当な未リンク(名簿に候補なし)
2	ハリッド・エル・ボウスタティ	正当な未リンク(名簿に候補なし)
2	アダム・ヒグソン	正当な未リンク(名簿に候補なし)
2	ダマッシオ・ペイジ	正当な未リンク(名簿に候補なし)
2	カテウ・キビス	正当な未リンク(名簿に候補なし)
2	ナーコウ・スパイン	正当な未リンク(名簿に候補なし)
2	トニー・バレント	正当な未リンク(名簿に候補なし)
2	羽田翔太	正当な未リンク(名簿に候補なし)
2	佐藤 勇士	正当な未リンク(名簿に候補なし)
2	レイ	正当な未リンク(名簿に候補なし)
2	ペットタイランド・モーラチャパットスリン	正当な未リンク(名簿に候補なし)
2	ジョムラウィー・REFINAS	正当な未リンク(名簿に候補なし)
2	西田操一	正当な未リンク(名簿に候補なし)
2	アブデル・ラミディ	正当な未リンク(名簿に候補なし)
2	木屋隆元	正当な未リンク(名簿に候補なし)
2	津田達也	正当な未リンク(名簿に候補なし)
2	辻野彰平	正当な未リンク(名簿に候補なし)
2	則武知宏	正当な未リンク(名簿に候補なし)
2	鈴木力登	正当な未リンク(名簿に候補なし)
2	翔太YAMATO	正当な未リンク(名簿に候補なし)
2	井上聖矢	正当な未リンク(名簿に候補なし)
2	Atanas Bozhilov	正当な未リンク(名簿に候補なし)
2	ヨアキム・カールソン	正当な未リンク(名簿に候補なし)
2	ヒリワ・テ・ランギ	正当な未リンク(名簿に候補なし)
2	グルカン・オズカン	正当な未リンク(名簿に候補なし)
2	DAISUKE-A.K.G	正当な未リンク(名簿に候補なし)
2	ガブリエル・ペレイラ	正当な未リンク(名簿に候補なし)
2	豪	正当な未リンク(名簿に候補なし)
2	テミルラン・ベクムルザエフ	正当な未リンク(名簿に候補なし)
2	町屋 杏	正当な未リンク(名簿に候補なし)
2	菊地 陽太	正当な未リンク(名簿に候補なし)
2	宗次郎	正当な未リンク(名簿に候補なし)
2	加藤 智亮	正当な未リンク(名簿に候補なし)
2	小嶋 良太	正当な未リンク(名簿に候補なし)
2	須田翔貴	正当な未リンク(名簿に候補なし)
2	直哉	正当な未リンク(名簿に候補なし)
2	小林 京介	正当な未リンク(名簿に候補なし)
2	桂 英慈	正当な未リンク(名簿に候補なし)
2	馬木樹里	正当な未リンク(名簿に候補なし)
2	Tawanchai PK Saenchai	正当な未リンク(名簿に候補なし)
2	Enriko Kehl	正当な未リンク(名簿に候補なし)
2	白木 幹	正当な未リンク(名簿に候補なし)
2	将来	正当な未リンク(名簿に候補なし)
2	ザ・プレデター	正当な未リンク(名簿に候補なし)
2	"レイ""マーシレス""マーサー"	正当な未リンク(名簿に候補なし)
2	黒澤浩樹	正当な未リンク(名簿に候補なし)
2	山口 瑠	正当な未リンク(名簿に候補なし)
2	雄希	正当な未リンク(名簿に候補なし)
2	莉都	正当な未リンク(名簿に候補なし)
2	ロッキー・マルティネス	正当な未リンク(名簿に候補なし)
2	把瑠都	正当な未リンク(名簿に候補なし)
2	キム・パンス	正当な未リンク(名簿に候補なし)
2	幸人	正当な未リンク(名簿に候補なし)
2	岡本MAYORGA	正当な未リンク(名簿に候補なし)
2	木野 翔	正当な未リンク(名簿に候補なし)
2	山浦 俊一	正当な未リンク(名簿に候補なし)
2	スワノーイ	正当な未リンク(名簿に候補なし)
2	カズ仲村渠	正当な未リンク(名簿に候補なし)
2	奥村幸美	正当な未リンク(名簿に候補なし)
2	朴英樹	正当な未リンク(名簿に候補なし)
2	山田有佑	正当な未リンク(名簿に候補なし)
2	遊笑	正当な未リンク(名簿に候補なし)
2	金井 健治	正当な未リンク(名簿に候補なし)
2	百武 政敏	正当な未リンク(名簿に候補なし)
2	阿曽 陣	正当な未リンク(名簿に候補なし)
2	マット・サモア	正当な未リンク(名簿に候補なし)
2	牧裕三	正当な未リンク(名簿に候補なし)
2	美保裕介	正当な未リンク(名簿に候補なし)
2	真二	正当な未リンク(名簿に候補なし)
2	JUN DA LION	正当な未リンク(名簿に候補なし)
2	斎藤裕	正当な未リンク(名簿に候補なし)
2	ニルソン・デ・カストロ	正当な未リンク(名簿に候補なし)
2	拳心	正当な未リンク(名簿に候補なし)
2	池田亮	正当な未リンク(名簿に候補なし)
2	森野 允鶴	正当な未リンク(名簿に候補なし)
2	蘭賀 大介	正当な未リンク(名簿に候補なし)
2	赤十字竜	正当な未リンク(名簿に候補なし)
2	キム・サンジェ	正当な未リンク(名簿に候補なし)
2	夏目 優樹	正当な未リンク(名簿に候補なし)
2	瀬野尾 亜月	正当な未リンク(名簿に候補なし)
2	コンスタンチン・グルコフ	正当な未リンク(名簿に候補なし)
2	ゾルト・ベルタラン	正当な未リンク(名簿に候補なし)
2	古賀 健人	正当な未リンク(名簿に候補なし)
2	フジモン♡	正当な未リンク(名簿に候補なし)
2	キム・ヒョソン	正当な未リンク(名簿に候補なし)
2	佐藤伶南	正当な未リンク(名簿に候補なし)
2	未知	正当な未リンク(名簿に候補なし)
2	ミゲール･トリンダーテ	正当な未リンク(名簿に候補なし)
2	三浦孝太	正当な未リンク(名簿に候補なし)
2	ボーウィー・ソー．ウドムソン	正当な未リンク(名簿に候補なし)
2	ワン・カイフェン	正当な未リンク(名簿に候補なし)
2	アーメン・ペトロシアン	正当な未リンク(名簿に候補なし)
2	K.ルイス	正当な未リンク(名簿に候補なし)
2	赤嶺 松男	正当な未リンク(名簿に候補なし)
2	SASORI	正当な未リンク(名簿に候補なし)
2	セイサック	正当な未リンク(名簿に候補なし)
2	イソラサック・シッセックサン	正当な未リンク(名簿に候補なし)
2	ガンスワン・BeWell	正当な未リンク(名簿に候補なし)
2	宮森 聡	正当な未リンク(名簿に候補なし)
2	ジム・ミューレン	正当な未リンク(名簿に候補なし)
2	荻野兼嗣	正当な未リンク(名簿に候補なし)
2	ロンペット・Y'ZD	正当な未リンク(名簿に候補なし)
2	ル・ジュン	正当な未リンク(名簿に候補なし)
2	ちび太	正当な未リンク(名簿に候補なし)
2	アイオロス純	正当な未リンク(名簿に候補なし)
2	渡邊知久	正当な未リンク(名簿に候補なし)
2	冨士山勝敏	正当な未リンク(名簿に候補なし)
2	ドテチン	正当な未リンク(名簿に候補なし)
2	加藤 剛士	正当な未リンク(名簿に候補なし)
2	AK2	正当な未リンク(名簿に候補なし)
2	ムテキング	正当な未リンク(名簿に候補なし)
2	湯本剣二郎	正当な未リンク(名簿に候補なし)
2	颯大	正当な未リンク(名簿に候補なし)
2	鈴木 ゲン	正当な未リンク(名簿に候補なし)
2	マテウス・サガエ	判定不能(類似候補ありだが未確証)
2	菅原 勇介	正当な未リンク(名簿に候補なし)
2	アタチャイ・フェアテックス	正当な未リンク(名簿に候補なし)
2	田村聡太	正当な未リンク(名簿に候補なし)
2	藤井徹	正当な未リンク(名簿に候補なし)
2	熊谷 麻理奈	正当な未リンク(名簿に候補なし)
2	中神吉彦	正当な未リンク(名簿に候補なし)
2	平田 学	正当な未リンク(名簿に候補なし)
2	ジョージ・バレラ	正当な未リンク(名簿に候補なし)
2	田村亮太朗	正当な未リンク(名簿に候補なし)
2	田淵 神太	正当な未リンク(名簿に候補なし)
2	樹	正当な未リンク(名簿に候補なし)
2	櫓木淳平	正当な未リンク(名簿に候補なし)
2	太聖	正当な未リンク(名簿に候補なし)
2	西村 昌平	正当な未リンク(名簿に候補なし)
2	畑中健太	正当な未リンク(名簿に候補なし)
2	サイモン・シェ	正当な未リンク(名簿に候補なし)
2	楠ジャイロ	正当な未リンク(名簿に候補なし)
2	ドルゴルスレン・スミヤバザル	正当な未リンク(名簿に候補なし)
2	キモ	正当な未リンク(名簿に候補なし)
2	リク・シッソー	正当な未リンク(名簿に候補なし)
2	Kabil Abdelmalik Ľazizi	正当な未リンク(名簿に候補なし)
2	村上真基	正当な未リンク(名簿に候補なし)
2	悠太	正当な未リンク(名簿に候補なし)
2	ポン	正当な未リンク(名簿に候補なし)
2	ジョッキーレック・ケーウセン	正当な未リンク(名簿に候補なし)
2	モハメド・カマル	正当な未リンク(名簿に候補なし)
2	細越竜之助	正当な未リンク(名簿に候補なし)
2	ソンラック・シット・ポー・ジョ・ーウォー	正当な未リンク(名簿に候補なし)
2	コムキョウ・シットポーチョーウォー	正当な未リンク(名簿に候補なし)
2	ジェニフェル・フェハス	正当な未リンク(名簿に候補なし)
2	オートー･ノーナクシン	正当な未リンク(名簿に候補なし)
2	リュウノスケ・ウォーワンチャイ	正当な未リンク(名簿に候補なし)
2	泉 元紀	正当な未リンク(名簿に候補なし)
2	GORI	正当な未リンク(名簿に候補なし)
2	豪鬼	正当な未リンク(名簿に候補なし)
2	セクサン・オー・クワンムアン	正当な未リンク(名簿に候補なし)
2	颯也	正当な未リンク(名簿に候補なし)
2	古河拓実	正当な未リンク(名簿に候補なし)
2	Superbon	正当な未リンク(名簿に候補なし)
2	石黒友樹	正当な未リンク(名簿に候補なし)
2	ローマン・カップカク	正当な未リンク(名簿に候補なし)
2	尾藤 伸	正当な未リンク(名簿に候補なし)
2	タリック・トッツ	正当な未リンク(名簿に候補なし)
2	浜本“キャット”雄大	正当な未リンク(名簿に候補なし)
2	広	正当な未リンク(名簿に候補なし)
2	チャーンヴィット・ギャットトーボーウボン	正当な未リンク(名簿に候補なし)
2	ウォーレン・スティーブルマンス	正当な未リンク(名簿に候補なし)
2	リオン 武	正当な未リンク(名簿に候補なし)
2	ブルース・マクフィー	正当な未リンク(名簿に候補なし)
2	劉献偉	正当な未リンク(名簿に候補なし)
2	タイ人	正当な未リンク(名簿に候補なし)
2	タリック・ベンフキー	正当な未リンク(名簿に候補なし)
2	シャノン・フォレスター	正当な未リンク(名簿に候補なし)
2	海月	正当な未リンク(名簿に候補なし)
2	ノゲイラ☆SHINYA	正当な未リンク(名簿に候補なし)
2	ヤン・ミン	正当な未リンク(名簿に候補なし)
2	アンディ・リスティ	正当な未リンク(名簿に候補なし)
2	シンダム	正当な未リンク(名簿に候補なし)
2	戦闘竜	正当な未リンク(名簿に候補なし)
2	田山 侑希	正当な未リンク(名簿に候補なし)
2	溝口孝湖	正当な未リンク(名簿に候補なし)
2	キム・ジュヒョン	正当な未リンク(名簿に候補なし)
2	イェジン・ハン	正当な未リンク(名簿に候補なし)
2	魅津希	正当な未リンク(名簿に候補なし)
2	ウェズレイ	正当な未リンク(名簿に候補なし)
2	スコット・シャファー	正当な未リンク(名簿に候補なし)
2	"千春""桃白白"""	正当な未リンク(名簿に候補なし)
2	小澤 和樹	正当な未リンク(名簿に候補なし)
2	岡田 有晃	正当な未リンク(名簿に候補なし)
2	斉藤遼太	正当な未リンク(名簿に候補なし)
2	平山 滉大	正当な未リンク(名簿に候補なし)
2	青松宗祐	正当な未リンク(名簿に候補なし)
2	敦仁	正当な未リンク(名簿に候補なし)
2	長谷川 尚登	正当な未リンク(名簿に候補なし)
2	キム・ジンヒョク	正当な未リンク(名簿に候補なし)
2	森 昌典	正当な未リンク(名簿に候補なし)
2	心	正当な未リンク(名簿に候補なし)
2	大沢 豊慶	正当な未リンク(名簿に候補なし)
2	V一	正当な未リンク(名簿に候補なし)
2	スレン・カラヤン	正当な未リンク(名簿に候補なし)
2	ジャロスラフ・ザボロトニー	正当な未リンク(名簿に候補なし)
2	土谷 哲星	正当な未リンク(名簿に候補なし)
2	Aleksei Ulianov	正当な未リンク(名簿に候補なし)
2	義由亜JSK	正当な未リンク(名簿に候補なし)
2	フランシス・イタイ	正当な未リンク(名簿に候補なし)
2	宗方888	正当な未リンク(名簿に候補なし)
2	弘中 邦佳	正当な未リンク(名簿に候補なし)
2	チャンプアック・チョーセパサート	正当な未リンク(名簿に候補なし)
2	増倉敦	正当な未リンク(名簿に候補なし)
2	晴山翔栄	正当な未リンク(名簿に候補なし)
2	石田圭吾	正当な未リンク(名簿に候補なし)
2	島元 将行	正当な未リンク(名簿に候補なし)
2	Amy	正当な未リンク(名簿に候補なし)
2	ちゃん	正当な未リンク(名簿に候補なし)
2	藤田大和	正当な未リンク(名簿に候補なし)
2	ロドニー・ファベイラス	正当な未リンク(名簿に候補なし)
2	狩野友里	正当な未リンク(名簿に候補なし)
2	片岡真秀	正当な未リンク(名簿に候補なし)
2	オートー・ムアンパープーン	正当な未リンク(名簿に候補なし)
2	勝村隆介	正当な未リンク(名簿に候補なし)
2	田中亮平	正当な未リンク(名簿に候補なし)
2	三橋桃子	正当な未リンク(名簿に候補なし)
2	ポンサネー・シットモンチャイ	正当な未リンク(名簿に候補なし)
2	歌川 暁文	正当な未リンク(名簿に候補なし)
2	酒井 楽	正当な未リンク(名簿に候補なし)
2	滕軍（テンジュン）	正当な未リンク(名簿に候補なし)
2	DYNAMITE祐太	正当な未リンク(名簿に候補なし)
2	春野剛士	正当な未リンク(名簿に候補なし)
2	デッドゥアンレック・ティーデ99	正当な未リンク(名簿に候補なし)
2	Mr.ハガ	正当な未リンク(名簿に候補なし)
2	イシス・バービック	正当な未リンク(名簿に候補なし)
2	エークピカート・モー.クルンテープトンブリー	正当な未リンク(名簿に候補なし)
2	ヤン・マイケル	正当な未リンク(名簿に候補なし)
2	佐藤 政人	正当な未リンク(名簿に候補なし)
2	鷲尾 亮次	正当な未リンク(名簿に候補なし)
2	石原裕基	正当な未リンク(名簿に候補なし)
2	ジャカワーンレック・サックテーワン	正当な未リンク(名簿に候補なし)
2	井場洋貴	正当な未リンク(名簿に候補なし)
2	朴炳圭	正当な未リンク(名簿に候補なし)
2	花村繁幸	正当な未リンク(名簿に候補なし)
2	ユ・ヤンレ	正当な未リンク(名簿に候補なし)
2	センチャイ・ソー・キングスター	正当な未リンク(名簿に候補なし)
2	実証DATE	正当な未リンク(名簿に候補なし)
2	プライチュンポン・ソーシーソムポン	正当な未リンク(名簿に候補なし)
2	梅永海世	正当な未リンク(名簿に候補なし)
2	キヨソンセン	正当な未リンク(名簿に候補なし)
2	ワンマリオ・ゲーオサムリット	正当な未リンク(名簿に候補なし)
2	田淵神太	正当な未リンク(名簿に候補なし)
2	山本 成上	正当な未リンク(名簿に候補なし)
2	ฤทธิ์เดช เกียรติทรงฤทธิ์	正当な未リンク(名簿に候補なし)
2	一 樹	正当な未リンク(名簿に候補なし)
2	サガーオトーン・ペットノンヌット	正当な未リンク(名簿に候補なし)
2	木浪シャーク利幸	正当な未リンク(名簿に候補なし)
2	Liu Mengyang	正当な未リンク(名簿に候補なし)
2	クリスティーナ・ジャルジェビック	正当な未リンク(名簿に候補なし)
2	V.V Mei	正当な未リンク(名簿に候補なし)
2	高橋 藍	正当な未リンク(名簿に候補なし)
2	藤野 恵実	正当な未リンク(名簿に候補なし)
2	岡 加奈子	正当な未リンク(名簿に候補なし)
2	シュレッタ・メトカーフ	正当な未リンク(名簿に候補なし)
2	佐藤界聖	正当な未リンク(名簿に候補なし)
2	魚井フルスイング	正当な未リンク(名簿に候補なし)
2	RYUYA	正当な未リンク(名簿に候補なし)
2	川口惣次郎	正当な未リンク(名簿に候補なし)
2	青山 遼	正当な未リンク(名簿に候補なし)
2	ユ・ヨウペイ	正当な未リンク(名簿に候補なし)
2	ハチマキ	正当な未リンク(名簿に候補なし)
2	中村 玲人	正当な未リンク(名簿に候補なし)
2	カリム・エル・オスロウティ	正当な未リンク(名簿に候補なし)
2	山本雅美	正当な未リンク(名簿に候補なし)
2	飯田誠一	正当な未リンク(名簿に候補なし)
2	杉山豪毅	正当な未リンク(名簿に候補なし)
2	平井慎介	正当な未リンク(名簿に候補なし)
2	パク・ソンヒ	正当な未リンク(名簿に候補なし)
2	小森真琴	正当な未リンク(名簿に候補なし)
2	ゲイリー・タン	正当な未リンク(名簿に候補なし)
2	清水大志	正当な未リンク(名簿に候補なし)
1	アルトゥール・ヤシュクル	正当な未リンク(名簿に候補なし)
1	鮑輝（バオ・フィ）	正当な未リンク(名簿に候補なし)
1	プラカーイケーオ・シンマナサック	正当な未リンク(名簿に候補なし)
1	ヤン・デンデレ	正当な未リンク(名簿に候補なし)
1	ビンセント・スワーンズ	正当な未リンク(名簿に候補なし)
1	王三偵（ワン・サンジェン）	正当な未リンク(名簿に候補なし)
1	チャンプア・ウィラサクレック	正当な未リンク(名簿に候補なし)
1	オンドレイ・フットニック	正当な未リンク(名簿に候補なし)
1	大豪寺虎男	正当な未リンク(名簿に候補なし)
1	加藤 宥希	正当な未リンク(名簿に候補なし)
1	恩田 力斗	正当な未リンク(名簿に候補なし)
1	牧山 陽一	正当な未リンク(名簿に候補なし)
1	吉川 涼	正当な未リンク(名簿に候補なし)
1	Hasbulla D Garagas	正当な未リンク(名簿に候補なし)
1	Wu Jiajin	正当な未リンク(名簿に候補なし)
1	ម៉ុន ម៉ើយ	正当な未リンク(名簿に候補なし)
1	五十嵐 真弥	正当な未リンク(名簿に候補なし)
1	Mirko Flumeri	正当な未リンク(名簿に候補なし)
1	中島大河	正当な未リンク(名簿に候補なし)
1	テーパプット新興ムエタイ	正当な未リンク(名簿に候補なし)
1	野津 良太	正当な未リンク(名簿に候補なし)
1	光成	正当な未リンク(名簿に候補なし)
1	石田武士	正当な未リンク(名簿に候補なし)
