name,yomi_kana,yomi_romaji,yomi_source,gym,orgs,source_urls
住田 真生,,SUMIDA Mao,romaji_only,マッハ道場,KNOCK OUT,https://knockoutkb.com/fighters/sumida_mao_370
佐々木昊生,,SASAKI Kosei,romaji_only,B.F.A-SEED,RISE|KNOCK OUT,https://rise-rc.com/fighter/sasaki_kose/|https://knockoutkb.com/fighters/sasaki_kosei_457
佐々木 未夢,,,none,Sublime guys・GONG-GYM坂戸,SHOOT BOXING,https://shootboxing.org/fighter/sasaki_miyu/
佐々木超一,,,none,,,https://ja.wikipedia.org/wiki/佐々木超一
佐藤九里虎,,Guriko Sato,romaji_only,FAITH,RISE,https://rise-rc.com/fighter/sato_guriko/
佐藤 優樹,,SATO Yuki,romaji_only,Katana Gym,KNOCK OUT,https://knockoutkb.com/fighters/sato_yuki_302
佐藤執斗,,Shuto Sato,romaji_only,グラップリングシュートボクサーズ,RISE|SHOOT BOXING,https://rise-rc.com/fighter/sato_shuto/|https://shootboxing.org/fighter/satou-syuto/
佐藤 拓也,,SATO Takuya,romaji_only,KNOCK OUT クロスポイント吉祥寺,KNOCK OUT,https://knockoutkb.com/fighters/sato_takuya_189
佐達 淳,,,none,シーザージム新小岩,SHOOT BOXING,https://shootboxing.org/fighter/satachi_jun/
俊,,Shun,romaji_only,GREED GYM,RISE,https://rise-rc.com/fighter/shun/
俊樹,,Toshiki,romaji_only,Allout,RISE,https://rise-rc.com/fighter/toshiki/
倉本 一真,,KURAMOTO Kazuma,romaji_only,リバーサルジム新宿MeWe/MAJESTIC,KNOCK OUT,https://knockoutkb.com/fighters/kuramoto_kazuma_321
偉武KICK,,IBU Kick,romaji_only,ナックルズGYM,KNOCK OUT,https://knockoutkb.com/fighters/ibu_kick_608
健真,,Tatsuma,romaji_only,BLACK☆Jr,RISE,https://rise-rc.com/fighter/tatsuma/|https://www.k-1.co.jp/fighter/1529
優心,,YUSHIN,romaji_only,NJKF京都野口GYM,KNOCK OUT,https://knockoutkb.com/fighters/yushin_161
優波,,YUNA,romaji_only,TFG EVOLVE,KNOCK OUT,https://knockoutkb.com/fighters/yuna_558
優空,,Yua,romaji_only,和術慧舟會AKZA,RISE,https://rise-rc.com/fighter/yua/
優翔,,YUTO,romaji_only,team NOVA,KNOCK OUT,https://knockoutkb.com/fighters/yuto
元山 祐希,,MOTOYAMA Yuki,romaji_only,武勇会,KNOCK OUT,https://knockoutkb.com/fighters/motoyama_yuki
元氣,,Motoki,romaji_only,楠誠会館,RISE,https://rise-rc.com/fighter/motoki/
元貴,,,none,DAB,SHOOT BOXING,https://shootboxing.org/fighter/genki/
光希,,Koki,romaji_only,TEAM ONE,RISE,https://rise-rc.com/fighter/koki-2/
児玉侑慎,,Yushin Kodama,romaji_only,正道会館KCIEL,RISE,https://rise-rc.com/fighter/kodama_yushin/
入江直幸,,Naoyuki Irie,romaji_only,SOLID FIST,RISE,https://rise-rc.com/fighter/irie_naoyuki/
入田和樹,,Kazuki Irita,romaji_only,TEAM日高,RISE,https://rise-rc.com/fighter/irita_kazuki/
内山朋紀,,Tomoki Uchiyama,romaji_only,TEAM＋1,RISE,https://rise-rc.com/fighter/uchiyama-tomoki/
内本 築,,Kizuku Uchimoto,romaji_only,team Bonds,RISE,https://rise-rc.com/fighter/uchimoto_kizuku/
内田聖那,,Sena Uchida,romaji_only,新宿レフティージム,RISE,https://rise-rc.com/fighter/uchida_sena/
内田 貴大,,UCHIDA Takahiro,romaji_only,MSJ KICK BOXING GYM,KNOCK OUT,https://knockoutkb.com/fighters/uchida_takahiro_279
内田雄大,,Yuta Uchida,romaji_only,フリー,RISE,https://rise-rc.com/fighter/uchida_yuta/
内藤凌太,,NAITO Ryota,romaji_only,BELLWOOD FIGHT TEAM,RISE|SHOOT BOXING|KNOCK OUT,https://rise-rc.com/fighter/naito_ryota/|https://knockoutkb.com/fighters/naito_ryota_160|https://shootboxing.org/fighter/naito-ryouta/
内藤啓人,,Keito Naito,romaji_only,BELLWOOD FIGHT TEAM,RISE|SHOOT BOXING,https://rise-rc.com/fighter/naito_keito/|https://shootboxing.org/fighter/naito_keito/
内藤 大樹,,,none,BELLWOOD FIGHT TEAM,SHOOT BOXING,https://shootboxing.org/fighter/naito_taiki/
冨永武聖,,Takekiyo Tominaga,romaji_only,REVOLT,RISE,https://rise-rc.com/fighter/tominaga_takekiyo/
出口優,,,none,,,https://ja.wikipedia.org/wiki/出口優
利共,,RITOMO,romaji_only,TOP RUN GYM,KNOCK OUT,https://knockoutkb.com/fighters/ritomo_78
利根川 仁,,TONEGAWA Jin,romaji_only,Realiser STUDIO,KNOCK OUT,https://knockoutkb.com/fighters/tonegawa_jin_81
前川 夏樹,,MAEKAWA Natsuki,romaji_only,クレイン目白,KNOCK OUT,https://knockoutkb.com/fighters/maekawa_natsuki_559
前田 壮吉,,MAEDA Sokichi,romaji_only,リバーサルジム横浜グランドスラム,KNOCK OUT,https://knockoutkb.com/fighters/maeda_sokichi_434
前田 大尊,,MAEDA Taison,romaji_only,マイウェイジム,KNOCK OUT,https://knockoutkb.com/fighters/maeda_taison_319
前田 翔太,,MAEDA Shota,romaji_only,TRIMGYM,KNOCK OUT,https://knockoutkb.com/fighters/maeda_shota_110
剛大,,GOTA,romaji_only,Y’s glow,KNOCK OUT,https://knockoutkb.com/fighters/gota_152
剣夜,,KENYA,romaji_only,SHINE沖縄,KNOCK OUT,https://knockoutkb.com/fighters/kenya_512
力斗,,RIKITO,romaji_only,TEAM PREPARED,KNOCK OUT,https://knockoutkb.com/fighters/rikito_75
加古大晴,,KAKO Taisei,romaji_only,team Bonds,RISE|KNOCK OUT,https://rise-rc.com/fighter/kako_taisei/|https://knockoutkb.com/fighters/kako_taisei_394
加古稟虎,,Rinto Kako,romaji_only,team Bonds,RISE,https://rise-rc.com/fighter/kako_rinto/
加藤乃々夏,,Nonoka Kato,romaji_only,全真会館,RISE,https://rise-rc.com/fighter/kato_nonoka/
加藤 大智,,KATO Daichi,romaji_only,React Gym Shonan,KNOCK OUT,https://knockoutkb.com/fighters/suda_tomoki_532
加藤有吾,,Yugo Kato,romaji_only,RIKIX,RISE,https://rise-rc.com/fighter/kato_yugo/
勇志,,YUSHI,romaji_only,真門ジム,RISE,https://rise-rc.com/fighter/yushi/
勇志,,YUSHI,romaji_only,テツジム関西,KNOCK OUT,https://knockoutkb.com/fighters/yushi_627
勇成,,YUSEI,romaji_only,フォームドジム,KNOCK OUT,https://knockoutkb.com/fighters/yusei_410
勝次,,Katsuji,romaji_only,TEAM TEPPEN,RISE,https://rise-rc.com/fighter/katsuji/
勝野雅也,,Masaya Katsuno,romaji_only,TRY HARD GYM,RISE,https://rise-rc.com/fighter/masaya_katsuno/
北井智大,,Tomohiro Kitai,romaji_only,チームドラゴン,RISE,https://rise-rc.com/fighter/kitai_tomohiro/|https://www.k-1.co.jp/fighter/222
北島 颯人,,KITAJIMA Hayato,romaji_only,和術慧舟會AKZA,KNOCK OUT,https://knockoutkb.com/fighters/kitajima_hayato_312
北川 裕紀,,,none,ZERO ONE GYM,SHOOT BOXING,https://shootboxing.org/fighter/kitagawa_yuki/
北斗 拳太郎,,,none,ボスジムジャパン,SHOOT BOXING,https://shootboxing.org/fighter/hokuto_kentaro/
北濱精悦,,Seietsu Kitahama,romaji_only,Kickboxing Academy Sapporo,RISE,https://rise-rc.com/fighter/kitahama_seietsu/
北野克樹,,Katsuki Kitano,romaji_only,誠至会,RISE,https://rise-rc.com/fighter/kitano_katsuki/
匡志YAMATO,,Masashi Yamato,romaji_only,大和ジム,RISE,https://rise-rc.com/fighter/masashi_yamato/|https://www.k-1.co.jp/fighter/1541
千羽 裕樹,,CHIBA Yuki,romaji_only,KNOCK OUT クロスポイント渋谷,KNOCK OUT,https://knockoutkb.com/fighters/chiba_yuki_166
南原士龍,,Shiryu Minamihara,romaji_only,龍士會,RISE,https://rise-rc.com/fighter/minamihara_shiryu/
原口アンドレイ,,Andrei Haraguchi,romaji_only,TEAM TEPPEN,RISE,https://rise-rc.com/fighter/haraguchi_andrei/|https://www.k-1.co.jp/fighter/1442
原口健飛,,Kento Haraguchi,romaji_only,FASCINATE FIGHT TEAM,RISE,https://rise-rc.com/fighter/haraguchi_kento/|https://www.k-1.co.jp/fighter/1259
古岡大八,,,none,,,https://ja.wikipedia.org/wiki/古岡大八
古木 誠也,,FURUKI Seiya,romaji_only,REX GYM,KNOCK OUT,https://knockoutkb.com/fighters/furuki_seiya
古村 光,,FURUMURA Hikaru,romaji_only,FURUMURA-GYM,KNOCK OUT,https://knockoutkb.com/fighters/furumura_hikaru_68
古村 匡平,,FURUMURA Kyohei,romaji_only,FURUMURA-GYM,KNOCK OUT,https://knockoutkb.com/fighters/furumura_kyohei_71
古波蔵信人,,Nobuhito Kohagura,romaji_only,赤雲會,RISE,https://rise-rc.com/fighter/kohagura_nobuhito/
叶和,,Towa,romaji_only,チームドラゴン,RISE,https://rise-rc.com/fighter/towa/
各務壮祐,,Sosuke Kakamu,romaji_only,XAP,RISE,https://rise-rc.com/fighter/kakamu-sosuke/
吉宗、,,YOSHIMUNE、,romaji_only,心成塾/岡澤道場,KNOCK OUT,https://knockoutkb.com/fighters/yoshimune_589
吉岡龍輝,,Ryuki Yoshioka,romaji_only,及川道場,RISE,https://rise-rc.com/fighter/yoshioka_ryuki/
吉田亮汰朗,,Ryotaro Yoshida,romaji_only,BK GYM,RISE,https://rise-rc.com/fighter/yoshida_ryotaro/
吉田 凜汰朗,,YOSHIDA Rintaro,romaji_only,VERTEX,KNOCK OUT,https://knockoutkb.com/fighters/yoshida_rintaro_591
吉田 圭佑,,YOSHIDA Keisuke,romaji_only,WSRフェアテックス幕張,KNOCK OUT,https://knockoutkb.com/fighters/yoshida_keisuke_95
吉田実代,,Miyo Yoshida,romaji_only,Bread winner NYC,RISE,https://rise-rc.com/fighter/yoshida_miyo/
吉田晄成,,Kosei Yoshida,romaji_only,TEAM TEPPEN,RISE,https://rise-rc.com/fighter/yoshida_kosei/
吉田 謙伸,,,none,グラップリングシュートボクサーズ名古屋,SHOOT BOXING,https://shootboxing.org/fighter/yoshida_kenshin/
向井 貫太,,MUKAI Kanta,romaji_only,WSRフェアテックス三ノ輪,KNOCK OUT,https://knockoutkb.com/fighters/mukai_kanta_203|https://www.k-1.co.jp/fighter/866
向坂 準之輔,,SAKISAKA Junnosuke,romaji_only,OOTA DOJO,KNOCK OUT,https://knockoutkb.com/fighters/sakisaka_junnosuke_570
向籽羲（ヒュン・ツェイ・ヘイデン）,,,none,榮拳館,SHOOT BOXING,https://shootboxing.org/fighter/heyden_heung_tzehei/
周葉,,Shuha,romaji_only,TARGET SHIBUYA,RISE,https://rise-rc.com/fighter/shuha/
和斗,,Kazuto,romaji_only,大和ジム,RISE,https://rise-rc.com/fighter/kazuto/
和田 修虎,,,none,橋本道場,SHOOT BOXING,https://shootboxing.org/fighter/wada_syuto/
咲良優牙,,Yuga Sakura,romaji_only,PHOENIX,RISE,https://rise-rc.com/fighter/sakura_yuga/
喜多村 美紀,,KITAMURA Miki,romaji_only,テツジム,KNOCK OUT,https://knockoutkb.com/fighters/kitamura_miki_225
嘉武士,,Kabuto,romaji_only,健心塾,RISE,https://rise-rc.com/fighter/kabuto/
國元 楓磨,,KUNIMOTO Fuma,romaji_only,大阪政拳会,KNOCK OUT,https://knockoutkb.com/fighters/kunimoto_fuma_444
國本 真義,,KUNIMOTO Masayoshi,romaji_only,MEIBUKAI,KNOCK OUT,https://knockoutkb.com/fighters/kunimoto_masayoshi_294
國枝悠太,,Yuta Kunieda,romaji_only,Never mind/9+nine plus lab,RISE,https://rise-rc.com/fighter/kunieda_yuta/|https://www.k-1.co.jp/fighter/1133
土井 乙花,,,none,GSBグラップリングシュートボクサーズ多治見,SHOOT BOXING,https://shootboxing.org/fighter/doi_kinoka/
土井 涼雅,,,none,GSBグラップリングシュートボクサーズ多治見,SHOOT BOXING,https://shootboxing.org/fighter/doi_ryoga/
土佐丸,,,none,SB摂津富田ジム,SHOOT BOXING,https://shootboxing.org/fighter/tosamaru/
坂尻桃音,,Momone Sakajiri,romaji_only,Crazy Gorilla Gym,RISE,https://rise-rc.com/fighter/sakajiri_momone/
坂本優起,,Yuki Sakamoto,romaji_only,シーザージム,RISE|SHOOT BOXING,https://rise-rc.com/fighter/sakamoto_yuki/|https://shootboxing.org/fighter/sakamoto_yuki/
坂本拓矢,,Takuya Sakamoto,romaji_only,UPLIFT,RISE,https://rise-rc.com/fighter/takuya_sakamoto/
坂本 梨香,,SAKAMOTO Rika,romaji_only,BELLWOOD FIGHT TEAM,SHOOT BOXING|KNOCK OUT,https://knockoutkb.com/fighters/sakamoto_rika_313|https://shootboxing.org/fighter/rika_sakamoto/
坂本洸巳,,,none,,,https://ja.wikipedia.org/wiki/坂本洸巳
坂本 瑠華,,AKAMOTO Ruka,romaji_only,フリー,KNOCK OUT,https://knockoutkb.com/fighters/akamoto_ruka_157
坂本直樹,,Naoki Sakamoto,romaji_only,道場373,RISE,https://rise-rc.com/fighter/sakamoto_naoki/
坂根 卓弥,,SAKANE Takuya,romaji_only,KNOCK OUT クロスポイント吉祥寺,KNOCK OUT,https://knockoutkb.com/fighters/sakane_takuya_93
坂田実優,,SAKATA Miyuu,romaji_only,FASCINATE FIGHT TEAM,RISE|KNOCK OUT,https://rise-rc.com/fighter/sakata_miyu/|https://knockoutkb.com/fighters/sakata_miyuu_616
城地 樹人,,JOCHI Mikito,romaji_only,FIGHTER'S FLOW,KNOCK OUT,https://knockoutkb.com/fighters/jochi_mikito_583
基山幹太,,Kanta Motoyama,romaji_only,BELLWOOD FIGHT TEAM,RISE|SHOOT BOXING,https://rise-rc.com/fighter/motoyama_kanta/|https://shootboxing.org/fighter/kanta_motoyama/
基康,,Motoyasu,romaji_only,TAKEDA GYM,RISE,https://rise-rc.com/fighter/motoyasu/
堀 佑太郎,,Yutaro Hori,romaji_only,IDEAL GYM,RISE,https://rise-rc.com/fighter/hori_yutaro/
堀本祐惺,,Yusei Horimoto,romaji_only,TRY HARD GYM,RISE,https://rise-rc.com/fighter/horimoto_yusei/
堀田 優月,,HORITA Yuzuki,romaji_only,闘神塾,KNOCK OUT,https://knockoutkb.com/fighters/horita_yuzuki_310
塚本 勝彦,,TSUKAMOTO Katsuhiko,romaji_only,TORNADO,KNOCK OUT,https://knockoutkb.com/fighters/tsukamoto_katsuhiko_118
塚本望夢,,Momu Tsukamoto,romaji_only,team Bonds,RISE,https://rise-rc.com/fighter/tsukamoto_momu/
塩川琉斗,,Ryuto Shiokawa,romaji_only,TOP STAR GYM,RISE,https://rise-rc.com/fighter/shiokawa_ryuto/
塩﨑 光,,Hikaru Shiozaki,romaji_only,JACK GYM,RISE,https://rise-rc.com/fighter/shiozaki_hikaru/
壱・センチャイジム,,ISSEI Saenchai-Gym,romaji_only,センチャイムエタイジム,KNOCK OUT,https://knockoutkb.com/fighters/issei_saenchaigym
夏目竜雅,,NATSUME Ryuga,romaji_only,TRY HARD GYM,RISE|KNOCK OUT,https://rise-rc.com/fighter/natsume_ryuga/|https://knockoutkb.com/fighters/natsume_ryuga_508
夢空,,Yura,romaji_only,Croire,RISE,https://rise-rc.com/fighter/yura-2/|https://www.k-1.co.jp/fighter/1272
大久保 祐,,Tasuku Okubo,romaji_only,修徳会,RISE,https://rise-rc.com/fighter/tasuku-okubo/
大倉 萌,,Moe Okura,romaji_only,大道塾 吉祥寺支部,RISE,https://rise-rc.com/fighter/okura_moe/
大岩 竜世,,OIWA Ryuse,romaji_only,KANALOA-GYM,KNOCK OUT,https://knockoutkb.com/fighters/oiwa_ryuse_187
大島広也,,Hiroya Oshima,romaji_only,TANG TANG FIGHT CLUB,RISE,https://rise-rc.com/fighter/oshima_hiroya/
大桑 宏章,,,none,シーザージム渋谷,SHOOT BOXING,https://shootboxing.org/fighter/ookuwa_hiroaki/
大森隆之介,,Ryunosuke Omori,romaji_only,EX ARES,RISE,https://rise-rc.com/fighter/omori_ryunosuke/
大沢 文也,,OSAWA Fumiya,romaji_only,ザウルスプロモーション,KNOCK OUT,https://knockoutkb.com/fighters/osawa_fumiya_322|https://www.k-1.co.jp/fighter/216
大渕 翼,,OFUCHI Tsubasa,romaji_only,React Gym Shonan,KNOCK OUT,https://knockoutkb.com/fighters/ofuchi_tsubasa_451
大田 拓真,,OTA Takuma,romaji_only,新興ムエタイジム,KNOCK OUT,https://knockoutkb.com/fighters/ota_takuma_224|https://www.k-1.co.jp/fighter/1250
大石健作,,Kensaku Oishi,romaji_only,TEAM TEPPEN,RISE,https://rise-rc.com/fighter/oishi_kensaku/
大芽,,OGA,romaji_only,KNOCK OUT クロスポイント大泉,KNOCK OUT,https://knockoutkb.com/fighters/oga_565
大谷 翔司,,OTANI Shoji,romaji_only,KNOCK OUT クロスポイント渋谷,KNOCK OUT,https://knockoutkb.com/fighters/otani_shoji|https://www.k-1.co.jp/fighter/1377
大野 貴志,,ONO Takashi,romaji_only,士道館新座ジム,KNOCK OUT,https://knockoutkb.com/fighters/ono_takashi_176
大﨑一貴,,Kazuki Osaki,romaji_only,OISHI GYM,RISE,https://rise-rc.com/fighter/osaki_kazuki/
大﨑孔稀,,Koki Osaki,romaji_only,OISHI GYM,RISE,https://rise-rc.com/fighter/osaki_koki/
大﨑 草志,,OSAKI Soshi,romaji_only,STRUGGLE,KNOCK OUT,https://knockoutkb.com/fighters/osaki_soshi_190
天承山,,,none,,,https://ja.wikipedia.org/wiki/天承山
太陽,,Taiyo,romaji_only,K'Bスポーツジム,RISE,https://rise-rc.com/fighter/taiyo/
奥山 貴大,,,none,NEX SPORTS,SHOOT BOXING,https://shootboxing.org/fighter/okuyama_takahiro/
奥山雅仁,,Masahito Okuyama,romaji_only,OISHI GYM,RISE,https://rise-rc.com/fighter/okuyama_masahito/
奥平将太,,Shota Okudaira,romaji_only,KSR GYM,RISE,https://rise-rc.com/fighter/okudaira_shota/
奥村将真,,Shoma Okumura,romaji_only,TEAM TEPPEN,RISE,https://rise-rc.com/fighter/okumura_shoma/
奥村琉奈,,Runa Okumura,romaji_only,OISHI GYM,RISE,https://rise-rc.com/fighter/okumura_runa/
奥脇一哉,,Kazuya Okuwaki,romaji_only,エイワスポーツジム,RISE,https://rise-rc.com/fighter/okuwaki_kazuya/
女神,,,none,TIA辻道場,SHOOT BOXING,https://shootboxing.org/fighter/megami/
宇山 京介,,UYAMA Kyosuke,romaji_only,KNOCK OUT クロスポイント渋谷,KNOCK OUT,https://knockoutkb.com/fighters/uyama_kyosuke_345
宇野 あいり,,,none,立志會館,SHOOT BOXING,https://shootboxing.org/fighter/uno_airi/
守谷 佑介,,MORIYA Yusuke,romaji_only,フリー,KNOCK OUT,https://knockoutkb.com/fighters/moriya_yusuke_403
安ジェス,,Ahn Jess,romaji_only,LION GYM,RISE,https://rise-rc.com/fighter/ahn_jess/
安彦考真,,Takamasa Abiko,romaji_only,Yogibo DATSURIKI GYM/Y.S.C.C.横浜キックボクシング,RISE,https://rise-rc.com/fighter/abiko_takamasa/
安本晴翔,,Haruto Yasumoto,romaji_only,橋本道場,RISE,https://rise-rc.com/fighter/yasumoto_haruto/|https://www.k-1.co.jp/fighter/1347
安田 学登,,YASUDA Manato,romaji_only,クボジム,KNOCK OUT,https://knockoutkb.com/fighters/yasuda_manato_420
安谷屋 智弘,,ADANIYA Tomohiro,romaji_only,氷ヲ刻メ／池田道場,KNOCK OUT,https://knockoutkb.com/fighters/adaniya_tomohiro_537
安達 優心,,ADACHI Yushin,romaji_only,BRAVE FIGHT CLUB,KNOCK OUT,https://knockoutkb.com/fighters/adachi_yushin_431
安達 浩平,,ADACHI Kohei,romaji_only,team AKATSUKI,KNOCK OUT,https://knockoutkb.com/fighters/adachi_kohei_247
宗雅,,MUNEMASA,romaji_only,フリー,KNOCK OUT,https://knockoutkb.com/fighters/munemasa_531
実穂,,Miho,romaji_only,KNOCK OUT クロスポイント大泉,KNOCK OUT,https://knockoutkb.com/fighters/miho_356
宮元 誠,,Makoto Miyamoto,romaji_only,KICK BOXING GYM BLAST,RISE,https://rise-rc.com/fighter/miyamoto-makoto/
宮原 穣,,MIYAHARA Jo,romaji_only,MIYAHARA DOJO,KNOCK OUT,https://knockoutkb.com/fighters/miyahara_jo_480
宮原華音,,Kanon Miyahara,romaji_only,TARGET SHIBUYA/FIRSTORDER AGENT,RISE,https://rise-rc.com/fighter/miyahara_kanon/
宮城寛克,,Hirokatsu Miyagi,romaji_only,赤雲會,RISE,https://rise-rc.com/fighter/miyagi_hirokatsu/
宮崎就斗,,Shuto Miyazaki,romaji_only,TARGET,RISE,https://rise-rc.com/fighter/miyazaki_shuto/
宮本晴弥,,Haruya Miyamoto,romaji_only,RIKIX,RISE,https://rise-rc.com/fighter/miyamoto-haruya/
宮本雅大,,MIYAMOTO Masahiro,romaji_only,ハーデスワークアウトジム,RISE|KNOCK OUT,https://rise-rc.com/fighter/miyamoto_masahiro/|https://knockoutkb.com/fighters/miyamoto_masahiro_300
宮越 慶二郎,,MIYAKOSHI Keijiro,romaji_only,拳粋会宮越道場,KNOCK OUT,https://knockoutkb.com/fighters/miyakoshi_keijiro_262
家下 歩,,IESHITA Ayumu,romaji_only,菅原道場,KNOCK OUT,https://knockoutkb.com/fighters/ieshita_ayumu_96
富田 エレデネ,,TOMITA Erdene,romaji_only,KNOCK OUT クロスポイント吉祥寺,KNOCK OUT,https://knockoutkb.com/fighters/tomita_erdene_301
寛人,,Hiroto,romaji_only,NEXT STEP GYM,RISE,https://rise-rc.com/fighter/hiroto/
實方拓海,,Takumi Sanekata,romaji_only,TSK japan,RISE,https://rise-rc.com/fighter/sanekata_takumi/|https://www.k-1.co.jp/fighter/1344
寺山日葵,,HInata Terayama,romaji_only,TEAM TEPPEN,RISE,https://rise-rc.com/fighter/terayama_hinata/
寺山遼冴,,Ryoga Terayama,romaji_only,ARK FIGHT GYM,RISE,https://rise-rc.com/fighter/terayama_ryoga/
寺島 輝,,TERASHIMA Hikaru,romaji_only,TANG TANG FIGHT CLUB,KNOCK OUT,https://knockoutkb.com/fighters/terashima_hikaru_550|https://www.k-1.co.jp/fighter/959
寺田佑佳,,Yuka Terada,romaji_only,GRABジム,RISE,https://rise-rc.com/fighter/terada-yuka/
寺田 匠,,Takumi Terada,romaji_only,team VASILEUS,RISE,https://rise-rc.com/fighter/terada-takumi/|https://www.k-1.co.jp/fighter/1063
将太,,Shota,romaji_only,KSS健生館,RISE,https://rise-rc.com/fighter/shota/
小倉 えりか,,OGURA Erika,romaji_only,MWS,KNOCK OUT,https://knockoutkb.com/fighters/ogura_erika_293
小出龍哉,,Ryuya Koide,romaji_only,TEAM TEPPEN,RISE,https://rise-rc.com/fighter/koide_ryuya/
小只直弥,,Naoya Otada,romaji_only,TBF/ 9+ nine plus lab.,RISE,https://rise-rc.com/fighter/otada_naoya/
小室武稔,,,none,,,https://ja.wikipedia.org/wiki/小室武稔
小島 慎太,,KOJIMA Shinta,romaji_only,KINGS,KNOCK OUT,https://knockoutkb.com/fighters/kojima_sinta_526
小川悠太,,OGAWA Yuta,romaji_only,誠真会館 所沢支部,RISE|KNOCK OUT,https://rise-rc.com/fighter/ogawa_yuta/|https://knockoutkb.com/fighters/ogawa_yuta
小川紗南,,Sami Ogawa,romaji_only,OISHI GYM,RISE,https://rise-rc.com/fighter/ogawa_sami/
小川翔,,Sho Ogawa,romaji_only,OISHI GYM,RISE,https://rise-rc.com/fighter/ogawa_sho/
小林 丈晃,,Takeaki Kobayashi,romaji_only,練誠塾,KNOCK OUT,https://knockoutkb.com/fighters/takeaki_kobayashi_94
小林 司,,KOBAYASHI Tsukasa,romaji_only,Sports 24,KNOCK OUT,https://knockoutkb.com/fighters/kobayashi_tsukasa_371
小林 大樹,,,none,龍生塾,SHOOT BOXING,https://shootboxing.org/fighter/kobayashi_daiki/
小林愛三,,Manazo Kobayashi,romaji_only,NEXT LEVEL渋谷,RISE,https://rise-rc.com/fighter/kobayashi_manazo/
小林穂夏,,Honoka Kobayashi,romaji_only,NEXT LEVEL渋谷,RISE,https://rise-rc.com/fighter/kobayashi_honoka/
小桐 冬華,,,none,TEAM FOREST,SHOOT BOXING,https://shootboxing.org/fighter/ogiri_fuyuka/
小池 空,,Sora Koike,romaji_only,IDEAL GYM,RISE,https://rise-rc.com/fighter/koike_sora/
小石淳裕,,Atsuhiro Koishi,romaji_only,REVOLT,RISE,https://rise-rc.com/fighter/koishi_atsuhiro/
小磯 哲史,,KOISO Tetsushi,romaji_only,TESSAI GYM,KNOCK OUT,https://knockoutkb.com/fighters/koiso_tetsushi_227
小笠原 瑛作,,OGASAWARA Eisaku,romaji_only,KNOCK OUT クロスポイント吉祥寺,KNOCK OUT,https://knockoutkb.com/fighters/ogasawara_eisaku
小笠原 裕典,,OGASAWARA Yukinori,romaji_only,KNOCK OUT クロスポイント吉祥寺,KNOCK OUT,https://knockoutkb.com/fighters/ogasawara_yukinori_204
小西江美香,,Emiko Konishi,romaji_only,CYCLONE GYM,RISE,https://rise-rc.com/fighter/konishi_emiko/
小路督也,,Masaya Shoji,romaji_only,BLOW GYM,RISE,https://rise-rc.com/fighter/shoji-masaya/
小野寺 龍亮,,ONODERA Ryusuke,romaji_only,無限塾 札幌白石支部,KNOCK OUT,https://knockoutkb.com/fighters/onodera_ryusuke_511
小野幹晃,,Masaaki Ono,romaji_only,IGGY HANDS GYM,RISE,https://rise-rc.com/fighter/ono_masaaki/
小野琥大,,Kodai Ono,romaji_only,TARGET,RISE,https://rise-rc.com/fighter/ono-kodai/
小野祥平,,Shohei Ono,romaji_only,TARGET SHIBUYA,RISE,https://rise-rc.com/fighter/ono_shohei/
小﨑貴誠,,Yoshinobu Ozaki,romaji_only,GREED GYM,RISE,https://rise-rc.com/fighter/ozaki_yoshinobu/
山元剣心,,Kenshin Yamamoto,romaji_only,PHOENIX,RISE,https://rise-rc.com/fighter/yamamoto_kenshin/
山口侑馬,,Yuma Yamaguchi,romaji_only,道化俱楽部,RISE,https://rise-rc.com/fighter/yamaguchi_yuma/
山口 恵,,Megumi Yamaguchi,romaji_only,RICHキックボクシングジム,RISE,https://rise-rc.com/fighter/yamaguchi-megumi/
山口 悠真,,YAMAGUCHI Yuma,romaji_only,ジムファイターズ,KNOCK OUT,https://knockoutkb.com/fighters/yamaguchi_yuma
山口裕人,,Hiroto Yamaguchi,romaji_only,道化俱楽部,RISE,https://rise-rc.com/fighter/yamaguchi_hiroto/
山岡 由忠,,YAMAOKA Yoshitada,romaji_only,KNOCK OUT クロスポイント大泉,KNOCK OUT,https://knockoutkb.com/fighters/yamaoka_yoshitada_226
山崎 尚英,,Shoei Yamazaki,romaji_only,スタートゲートジム,KNOCK OUT,https://knockoutkb.com/fighters/shoei_yamazaki_214
山崎 滉太,,YAMAZAKI Kota,romaji_only,誠真会館所沢道場,KNOCK OUT,https://knockoutkb.com/fighters/yamazaki_kota
山川敏弘,,YAMAKAWA Toshihiro,romaji_only,Maynish KickBoxingGym,RISE|KNOCK OUT,https://rise-rc.com/fighter/yamakawa_toshihiro/|https://knockoutkb.com/fighters/yamakawa_toshihiro_562
山本 太一,,Taichi Yamamoto,romaji_only,ケーアクティブ,KNOCK OUT,https://knockoutkb.com/fighters/taichi_yamamoto
山本 槻,,Keyaki Yamamoto,romaji_only,TOP GUN GYM,RISE,https://rise-rc.com/fighter/yamamoto_keyaki/
山本涼也,,Ryoya Yamamoto,romaji_only,MMA RANGERS GYM,RISE,https://rise-rc.com/fighter/yamamoto-ryoya/
山本裕規,,Yuki Yamamoto,romaji_only,team YAMATO,RISE,https://rise-rc.com/fighter/yamamoto_yuki/
