name,yomi_kana,yomi_romaji,yomi_source,gym,orgs,source_urls
COMACHI,COMACHI,,published_kana,MSJキックボクシングジム,K-1,https://www.k-1.co.jp/fighter/809
HASE・FLYSKYGYM,HaseFlyskyGym,,published_kana,FLYSKY GYM,K-1,https://www.k-1.co.jp/fighter/652
“KONG” 光生,“コング” コウセイ,“Kong” Kosei,published_kana,K-1ジム蒲田チームアスラ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1114
“TANK” 和将,“タンク” カズマサ,“TANK” Kazumasa,published_kana,K-1ジム蒲田チームアスラ,Krush|Krush-EX,https://www.k-1.co.jp/fighter/884
“DARUMA” 健太,“ダルマ” ケンタ,“DARUMA” Kenta,published_kana,K-1ジム蒲田チームアスラ,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1291
“ブラックパンサー”ベイノア,“ブラックパンサー”ベイノア,,published_kana,極真会館,RISE,https://rise-rc.com/fighter/beynoah/|https://ja.wikipedia.org/wiki/“ブラックパンサー”ベイノア|https://www.k-1.co.jp/fighter/1256
相内 誠,アイウチ マコト,Makoto Aiuchi,published_kana,K26,RISE,https://rise-rc.com/fighter/aiuchi_makoto/|https://ja.wikipedia.org/wiki/相内誠
AIKO,アイコ,,published_kana,AX GYM,K-1,https://www.k-1.co.jp/fighter/1098
愛鷹 亮,アイタカ リョウ,Aitaka Ryo,published_kana,力道場静岡,K-1 WORLD GP|Krush|Krush-EX|RISE,https://www.k-1.co.jp/fighter/793|https://rise-rc.com/fighter/aitaka_ryo/|https://ja.wikipedia.org/wiki/愛鷹亮
アイマン・ラマー,アイマン・ラマー,,published_kana,URBAN MULTI BOXING,RISE,https://rise-rc.com/fighter/aiman-lahmar/
aimi-,アイミ,,published_kana,DANGER GYM,K-1,https://www.k-1.co.jp/fighter/1478
相見梨夏,アイミ リカ,Rika Aimi,converted,サクシードジム team EXCEED,RISE,https://rise-rc.com/fighter/aimi_rika/
アイメリック・ラジジ,アイメリック・ラジジ,,published_kana,MARSEILLE BOXE PIEDS POINGS,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1660
愛来,アイラ,AIRA,converted,一神會舘,KNOCK OUT,https://knockoutkb.com/fighters/aira_419
アイリン・ゴンザレス,アイリン・ゴンザレス,,published_kana,アルゼンチン,KNOCK OUT,https://knockoutkb.com/fighters/ayelen_gonzalez
青木 朋哉,アオキ トモヤ,Aoki Tomoya,published_kana,,K-1,https://www.k-1.co.jp/fighter/635
青木 繭,アオキ マユ,Aoki Mayu,published_kana,WORLD TREE GYM,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1382
青津潤平,アオツ ジュンペイ,,published_kana,,,https://ja.wikipedia.org/wiki/青津潤平|https://www.k-1.co.jp/fighter/211
赤田 功輝,アカダ コウキ,Akada Koki,published_kana,RAIGHT,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1112
AKARI,アカリ,,published_kana,TARGET,RISE,https://rise-rc.com/fighter/akari/|https://ja.wikipedia.org/wiki/AKARI_(キックボクサー)
アガティーノ・ラ・ローザ,アガティーノ・ラ・ローザ,,published_kana,Team Cutispoto,K-1,https://www.k-1.co.jp/fighter/1504
晃弘,アキヒロ,Akihiro,published_kana,K-1 GYM横浜infinity,K-1,https://www.k-1.co.jp/fighter/910
秋元 和也,アキモト カズヤ,Akimoto Kazuya,published_kana,K-1ジム三軒茶屋シルバーウルフ,K-1,https://www.k-1.co.jp/fighter/54
秋元皓貴,アキモト ヒロキ,,published_kana,,,https://ja.wikipedia.org/wiki/秋元皓貴
秋元 僚平,アキモト リョウヘイ,Akimoto Ryohei,published_kana,K-1ジム五反田チームキングス,K-1,https://www.k-1.co.jp/fighter/698
AKIRA,アキラ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/494
AKIRA Jr.,アキラ ジュニア,,published_kana,Team Aj,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1295|https://ja.wikipedia.org/wiki/AKIRA_Jr
アキレアス・カラピペリス,アキレアス・カラピペリス,,published_kana,KRITIKOS CAMP,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1743
明世流,アクセル,Akuseru,published_kana,GRANDIR GYM×a,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1266
アクラム・ハミディ,アクラム・ハミディ,,published_kana,Team Valente,K-1,https://www.k-1.co.jp/fighter/893
明戸 仁志,アケト ヒトシ,Aketo Hitoshi,published_kana,ALONZA ABLAZE,K-1,https://www.k-1.co.jp/fighter/212
麻原将平,アサハラ ショウヘイ,Shohei Asahara,published_kana,パウンドフォーパウンド,RISE,https://rise-rc.com/fighter/asahara_syohei/|https://ja.wikipedia.org/wiki/麻原将平|https://www.k-1.co.jp/fighter/586
朝久 泰央,アサヒサ タイオウ,Asahisa Taio,published_kana,朝久道場,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/104
朝久 裕貴,アサヒサ ヒロタカ,Asahisa Hirotaka,published_kana,朝久道場,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/168
旭野 穂,アサヒノ ミノル,ASAHINO Minoru,published_kana,キャピタルレイズ fightingGlaNz池袋,KNOCK OUT,https://knockoutkb.com/fighters/asahino_minoru_119|https://ja.wikipedia.org/wiki/旭野穂
阿佐美ザウルス,アサミ ザウルス,Asami Zaurus,published_kana,TANG TANG FIGHT CLUB,K-1,https://www.k-1.co.jp/fighter/354
浅利 一徹,アサリ イッテツ,Asari Ittetsu,published_kana,池袋BLUE DOG GYM,K-1,https://www.k-1.co.jp/fighter/651
足利 正和,アシカガ マサカズ,Ashikaga Masakazu,published_kana,,K-1,https://www.k-1.co.jp/fighter/806
芦澤竜誠,アシザワ リュウセイ,,published_kana,,,https://ja.wikipedia.org/wiki/芦澤竜誠|https://www.k-1.co.jp/fighter/708
アシュラフ・アーシラ,アシュラフ・アーシラ,,published_kana,Hammer crew 69/ Empire Fight gym,RISE,https://rise-rc.com/fighter/achraf-aasila/
アジス・カトゥー,アジス・カトゥー,,published_kana,,,https://ja.wikipedia.org/wiki/アジス・カトゥー
アジス・ヤヤ,アジス・ヤヤ,,published_kana,,,https://ja.wikipedia.org/wiki/アジス・ヤヤ
アスランベック・ジクレーブ,アスランベック・ジクレーブ,,published_kana,Kuzbass Muay Thai,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1553
アスラン・コシエフ,アスラン・コシエフ,,published_kana,Fight Club TITAN,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1696
AZUMA,アズマ,,published_kana,,,https://ja.wikipedia.org/wiki/AZUMA
東里美,アズマ サトミ,,published_kana,,,https://ja.wikipedia.org/wiki/東里美
アゼム・マクスタイ,アゼム・マクスタイ,,published_kana,,,https://ja.wikipedia.org/wiki/アゼム・マクスタイ
安達 元貴,アダチ ゲンキ,Adachi Genki,published_kana,RBアカデミー,K-1,https://www.k-1.co.jp/fighter/749
足立 麻衣子,アダチ マイコ,Adachi Maiko,published_kana,ONESIDE KICKBOXING GYM,K-1,https://www.k-1.co.jp/fighter/1535
アダム・ブアフフ,アダム・ブアフフ,,published_kana,Club Royal Rabat,K-1,https://www.k-1.co.jp/fighter/1045
アダム・ワット,アダム・ワット,,published_kana,,,https://ja.wikipedia.org/wiki/アダム・ワット
敦YAMATO,アツシヤマト,Atsushi Yamato,published_kana,大和ジム,K-1,https://www.k-1.co.jp/fighter/815
アティラ・カラチ,アティラ・カラチ,,published_kana,,,https://ja.wikipedia.org/wiki/アティラ・カラチ
アティ・フェロージム,アティ・フェロージム,,published_kana,FELLOWGYM,RISE,https://rise-rc.com/fighter/artty_fellowgym/
後川聡之,アトカワ トシユキ,,published_kana,,,https://ja.wikipedia.org/wiki/後川聡之
アトム山田,アトムヤマダ,,published_kana,,,https://ja.wikipedia.org/wiki/アトム山田
アドナン・レズヴィッチ,アドナン・レズヴィッチ,,published_kana,Gladiator Gym Sarajevo,K-1,https://www.k-1.co.jp/fighter/1471
アナトリー・ノスイレフ,アナトリー・ノスイレフ,,published_kana,,,https://ja.wikipedia.org/wiki/アナトリー・ノスイレフ
寧仁太・アリ,アニンタ アリ,Ayinta Ali,published_kana,,K-1,https://www.k-1.co.jp/fighter/988
アヌワット・ゲーオサムリット,アヌワット・ゲーオサムリット,,published_kana,,,https://ja.wikipedia.org/wiki/アヌワット・ゲーオサムリット
アビラル・ヒマラヤン・チーター,アビラル・ヒマラヤン・チーター,,published_kana,志村道場,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1121
アフマド・アコーダッド,アフマド・アコーダッド,,published_kana,Brutal Gym,RISE,https://rise-rc.com/fighter/ahmed-akoudad/
アフマド・チクムーサ,アフマド・チクムーサ,,published_kana,ドイツ,KNOCK OUT,https://knockoutkb.com/fighters/ahmad_chickmousa_628
アブデラ・エズビリ,アブデラ・エズビリ,,published_kana,Team EZBIRI,RISE,https://rise-rc.com/fighter/abdallah_ezbiri/
アブネル・フェレイラ,アブネル・フェレイラ,,published_kana,生年月日,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1513
アブラーム・ハツィゲオルギウ,アブラーム・ハツィゲオルギウ,,published_kana,AIAS CHOLARGOU,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1773
アブロール・ハキモフ,アブロール・ハキモフ,,published_kana,Osh Asia Sports Club,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1753
安倍基江,アベ モトエ,,published_kana,,,https://ja.wikipedia.org/wiki/安倍基江
天田ヒロミ,アマダ ヒロミ,,published_kana,,,https://ja.wikipedia.org/wiki/天田ヒロミ
天野 颯大,アマノ ソウタ,Amano Sota,published_kana,キング・ムエ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1206
アマラ忍,アマラ シノブ,,published_kana,,,https://ja.wikipedia.org/wiki/アマラ忍
アマンシオ・パラスキフ,アマンシオ・パラスキフ,,published_kana,Amansio Fight Club,K-1,https://www.k-1.co.jp/fighter/1383
愛弥,アミ,Ami,converted,NEXT LEVEL 渋谷,RISE,https://rise-rc.com/fighter/ami/
アミール・ゼヤダ,アミール・ゼヤダ,,published_kana,,,https://ja.wikipedia.org/wiki/アミール・ゼヤダ
アム・ザ・ロケット,アム・ザ・ロケット,,published_kana,タイ/Elite Fight Club,KNOCK OUT,https://knockoutkb.com/fighters/amp_the_rocket_414
雨宮 空,アメミヤ ソラ,Amemiya Sora,published_kana,K-1ジム三軒茶屋シルバーウルフ,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1479
綾香,アヤカ,Ayaka,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1,https://www.k-1.co.jp/fighter/1210
恵音,アヤネ,Ayane,published_kana,NEXT LEVEL渋谷,Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/1508|https://knockoutkb.com/fighters/ayane_489
アヤブ・セギリ,アヤブ・セギリ,,published_kana,Kaizen Fight Club Burriana,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1299
綾芽,アヤメ,Ayame,converted,楠誠会館,RISE,https://rise-rc.com/fighter/ayame/
愛弓,アユミ,,published_kana,,,https://ja.wikipedia.org/wiki/愛弓
歩夢,アユム,Ayumu,published_kana,BLAITE,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1434
新井 昂弥,アライ タカヤ,ARAI Takaya,converted,Ten Clover Gym,KNOCK OUT,https://knockoutkb.com/fighters/arai_takaya_179
新井 真惺,アライ マサト,Arai Masato,published_kana,team M m,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1525
新井 優騎,アライ ユウキ,Arai Yuki,published_kana,Y’ZD GYM,K-1,https://www.k-1.co.jp/fighter/1082
荒木 虎之介,アラキ トラノスケ,Araki Toranosuke,published_kana,K-1ジム目黒TEAM TIGER,K-1,https://www.k-1.co.jp/fighter/169
新太,アラタ,Arata,published_kana,TEAM ONE,K-1,https://www.k-1.co.jp/fighter/1185
アラッサン・カマラ,アラッサン・カマラ,,published_kana,Emergence Le Havre,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1686
アラン・クドー,アラン・クドー,,published_kana,Brazilian Thai,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1188
アラン・レヴェック,アラン・レヴェック,,published_kana,Mahmoudi Gym,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1779
アリエル・ビジャルバ,アリエル・ビジャルバ,,published_kana,Brazilian TKO,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1632
アリエル・マチャド,アリエル・マチャド,,published_kana,Hemmers Gym/Madison Team,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1403|https://ja.wikipedia.org/wiki/アリエル・マチャド
ARISA,アリサ,,published_kana,SUBMIT MMA,K-1,https://www.k-1.co.jp/fighter/1195
アリシェル・カルメノフ,アリシェル・カルメノフ,,published_kana,Nural sports school,RISE,https://rise-rc.com/fighter/alisher-karmenov/
ARINA,アリナ,,published_kana,闘神塾,K-1,https://www.k-1.co.jp/fighter/1152
有馬 大翔,アリマ ダイト,Arima Daito,published_kana,SHINE SPORTS CLUB,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1302
アリヤン・モハマディ,アリヤン・モハマディ,,published_kana,K-1ジム目黒TEAM TIGER,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1430
アリン・ネキタ,アリン・ネキタ,,published_kana,TORNADO FIGHT GYM,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1473
アリ・グンヤー,アリ・グンヤー,,published_kana,,,https://ja.wikipedia.org/wiki/アリ・グンヤー
アリ・ザリンファー,アリ・ザリンファー,,published_kana,WSRフェアテックス・イラン,K-1,https://www.k-1.co.jp/fighter/939
アリ・ラーマリ,アリ・ラーマリ,,published_kana,Team Jesus Cabello,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1593
アルコラック・カバジェロ,アルコラック・カバジェロ,,published_kana,Fighter 360,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1778
アルトゥール・キシェンコ,アルトゥール・キシェンコ,,published_kana,,,https://ja.wikipedia.org/wiki/アルトゥール・キシェンコ
アルバン・ガロニア,アルバン・ガロニア,,published_kana,,,https://ja.wikipedia.org/wiki/アルバン・ガロニア
アルバート・クラウス,アルバート・クラウス,,published_kana,,,https://ja.wikipedia.org/wiki/アルバート・クラウス
アルビアール・リマ,アルビアール・リマ,,published_kana,,,https://ja.wikipedia.org/wiki/アルビアール・リマ
アルビオン・モリーナ,アルビオン・モリーナ,,published_kana,Gladiators Gym,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1656
アルフォセヌー・カマラ,アルフォセヌー・カマラ,,published_kana,Emergence Le Havre,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1661
アルベルト・エナケ,アルベルト・エナケ,,published_kana,SCORPIONS IASI,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1732
アルベルト・カンポス,アルベルト・カンポス,,published_kana,Phuket fight club,RISE,https://rise-rc.com/fighter/albert_campos/
アレキサンダー・ピチュクノフ,アレキサンダー・ピチュクノフ,,published_kana,,,https://ja.wikipedia.org/wiki/アレキサンダー・ピチュクノフ
アレクサンダー・ウスティノフ,アレクサンダー・ウスティノフ,,published_kana,,,https://ja.wikipedia.org/wiki/アレクサンダー・ウスティノフ
アレクサンダー・プリリップ,アレクサンダー・プリリップ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/36
アレクサンドル・アマリティ,アレクサンドル・アマリティ,,published_kana,SCORPIONS SCOBINTI,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1496
アレクセイ・イグナショフ,アレクセイ・イグナショフ,,published_kana,,,https://ja.wikipedia.org/wiki/アレクセイ・イグナショフ
アレクセイ・クジン,アレクセイ・クジン,,published_kana,,,https://ja.wikipedia.org/wiki/アレクセイ・クジン
アレスター・タグレ,アレスター・タグレ,,published_kana,WCCS Philippines TRIBU BANWAR,RISE,https://rise-rc.com/fighter/alester_tagure/
アレックス・ゴング,アレックス・ゴング,,published_kana,,,https://ja.wikipedia.org/wiki/アレックス・ゴング
アレックス・リーバス,アレックス・リーバス,,published_kana,Team Jesus Cabello,K-1,https://www.k-1.co.jp/fighter/917
アレックス・ロバーツ,アレックス・ロバーツ,,published_kana,,,https://ja.wikipedia.org/wiki/アレックス・ロバーツ
アレッサンドロ・アバター,アレッサンドロ・アバター,,published_kana,R8 Centro de Lutas,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1681
アレン・クラーク,アレン・クラーク,,published_kana,ドイツ,KNOCK OUT,https://knockoutkb.com/fighters/alen_kalac_513
空龍,アロン,Aron,published_kana,ホライズンキックボクシングジム,Krush|Krush-EX|RISE,https://www.k-1.co.jp/fighter/1724|https://rise-rc.com/fighter/aron/
アワターン・トー.モースィー,アワターン・トー.モースィー,,published_kana,トー.モースィージム,K-1,https://www.k-1.co.jp/fighter/1071
粟納 貴之,アワノ タカユキ,Awano Takayuki,published_kana,,K-1,https://www.k-1.co.jp/fighter/103
アンゲロス・カポニス,アンゲロス・カポニス,,published_kana,DIAMOND CAMP,K-1,https://www.k-1.co.jp/fighter/1614
アンジェロス・マルティノス,アンジェロス・マルティノス,,published_kana,FFK-POLITIS TEAM,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1410
アンダーソン・ブラドック・シルバ,アンダーソン・ブラドック・シルバ,,published_kana,,,https://ja.wikipedia.org/wiki/アンダーソン・ブラドック・シルバ
アンディ・オロゴン,アンディ・オロゴン,,published_kana,,,https://ja.wikipedia.org/wiki/アンディ・オロゴン
アンディ・サワー,アンディ・サワー,,published_kana,TEAM SOUWER,SHOOT BOXING,https://shootboxing.org/fighter/andy_sower/|https://ja.wikipedia.org/wiki/アンディ・サワー
アンディ・ターランド,アンディ・ターランド,,published_kana,Tornado gym,RISE,https://rise-rc.com/fighter/andy-turland/
アンディ・ハウソン,アンディ・ハウソン,,published_kana,,K-1,https://www.k-1.co.jp/fighter/101
アンディ・フグ,アンディ・フグ,,published_kana,,,https://ja.wikipedia.org/wiki/アンディ・フグ
アンデルソン・ブラドック,アンデルソン・ブラドック,,published_kana,生年月日,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1515
アントニア・プリフティ,アントニア・プリフティ,,published_kana,Fight Club Galatsi/Theofanous Elite Team,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1429
アントニオ・オルデン,アントニオ・オルデン,,published_kana,El Origen Thaimartin/Orden Team,K-1 WORLD GP,https://www.k-1.co.jp/fighter/754
アントニオ・カンパーニャ,アントニオ・カンパーニャ,,published_kana,,K-1,https://www.k-1.co.jp/fighter/440
アントニオ・ゴメス,アントニオ・ゴメス,,published_kana,MTK Marbella,K-1,https://www.k-1.co.jp/fighter/1000
アントニオ・プラチバット,アントニオ・プラチバット,,published_kana,Ameno Gym,K-1,https://www.k-1.co.jp/fighter/825
アントニー・ハードンク,アントニー・ハードンク,,published_kana,,,https://ja.wikipedia.org/wiki/アントニー・ハードンク
安東辰也,アンドウ タツヤ,,published_kana,,,https://ja.wikipedia.org/wiki/安東辰也
安東 雅喬,アンドウ マサタカ,Ando Masataka,published_kana,湘南格闘クラブ,K-1,https://www.k-1.co.jp/fighter/895
安藤 優介,アンドウ ユウスケ,Ando Yusuke,published_kana,猛者連 team OGRE,K-1,https://www.k-1.co.jp/fighter/1461
アンドリュー“KEN”ブリュースター,アンドリュー“KEN”ブリュースター,,published_kana,,K-1,https://www.k-1.co.jp/fighter/102
アンドリュー・トムソン,アンドリュー・トムソン,,published_kana,,,https://ja.wikipedia.org/wiki/アンドリュー・トムソン
アンドレイ・アヴデーエフ,アンドレイ・アヴデーエフ,,published_kana,Fight Club Alexander Nevsky/FightRepublic,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1754
アンドレイ・エリン,アンドレイ・エリン,,published_kana,SPK MASHINA,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1760
アンドレイ・ヴァルガ,アンドレイ・ヴァルガ,,published_kana,GRAND MMA SATU-MARE,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1730
アンドレ・グロース,アンドレ・グロース,,published_kana,Firewalker Gym,K-1,https://www.k-1.co.jp/fighter/902
アンドレ・デデ,アンドレ・デデ,,published_kana,CM System,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1645
アンドレ・マルティンス,アンドレ・マルティンス,,published_kana,Canguboxe,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1628
アンバー・ボイナザロフ,アンバー・ボイナザロフ,,published_kana,Anvar Muaythai,RISE,https://rise-rc.com/fighter/anvar-boynazarov/
アンビ・エンスエ・アボモ,アンビ・エンスエ・アボモ,,published_kana,Pure Impact,K-1,https://www.k-1.co.jp/fighter/1317
安保 璃紅,アンポ リク,Anpo Riku,published_kana,team ALL-WIN,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/724|https://ja.wikipedia.org/wiki/安保璃紅
安保瑠輝也,アンポ ルキヤ,,published_kana,,,https://ja.wikipedia.org/wiki/安保瑠輝也|https://www.k-1.co.jp/fighter/260
アーサー・メイヤー,アーサー・メイヤー,,published_kana,Singpatong Phuket,K-1,https://www.k-1.co.jp/fighter/1007
アーシュイン・バルラック,アーシュイン・バルラック,,published_kana,,,https://ja.wikipedia.org/wiki/アーシュイン・バルラック
アースラン・マゴメドフ,アースラン・マゴメドフ,,published_kana,,,https://ja.wikipedia.org/wiki/アースラン・マゴメドフ
アーネスト・ホースト,アーネスト・ホースト,,published_kana,,,https://ja.wikipedia.org/wiki/アーネスト・ホースト
アーロン・アルバレス,アーロン・アルバレス,,published_kana,Team Marcelo Salas,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1788
アーロン・クラーク,アーロン・クラーク,,published_kana,SOMA FIGHT CLUB,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1367
イアン・シャファー,イアン・シャファー,,published_kana,,,https://ja.wikipedia.org/wiki/イアン・シャファー
飯塚 祐己,イイズカ ユウキ,Izuka Yuki,published_kana,KFG URAWA,K-1,https://www.k-1.co.jp/fighter/61
飯田なお,イイダ ナオ,,published_kana,,,https://ja.wikipedia.org/wiki/飯田なお
イェトキン・オズクル,イェトキン・オズクル,,published_kana,,K-1,https://www.k-1.co.jp/fighter/266
庵谷鷹志,イオタニ タカシ,,published_kana,,,https://ja.wikipedia.org/wiki/庵谷鷹志
イオヌット・イフティモアイエ,イオヌット・イフティモアイエ,,published_kana,,,https://ja.wikipedia.org/wiki/イオヌット・イフティモアイエ
イオヌット・ポパ,イオヌット・ポパ,,published_kana,Team Super Pro Alin Balasa Sibiu,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1523
五十嵐 充,イガラシ ミツル,Igarashi Mitsuru,published_kana,,K-1,https://www.k-1.co.jp/fighter/215
猪狩元秀,イガリ ゲンシュウ,,published_kana,,,https://ja.wikipedia.org/wiki/猪狩元秀
イグナシオ・エル・フィーノ,イグナシオ・エル・フィーノ,,published_kana,Picante Fight Club,K-1,https://www.k-1.co.jp/fighter/1635
池内 紀子,イケウチ ノリコ,Ikeuchi Noriko,published_kana,POWER OF DREAM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1151|https://ja.wikipedia.org/wiki/池内紀子
池田 幸司,イケダ コウジ,Ikeda Koji,published_kana,ReBORN経堂,K-1 WORLD GP|Krush|Krush-EX|RISE,https://www.k-1.co.jp/fighter/1002|https://rise-rc.com/fighter/ikeda_koji/
池野 翔,イケノ ショウ,Ikeno Sho,published_kana,,K-1,https://www.k-1.co.jp/fighter/108
池野興信,イケノクニノブ,,published_kana,,,https://ja.wikipedia.org/wiki/池野興信
イゴール・シウバ,イゴール・シウバ,,published_kana,Brazilian Thai,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1310
イゴール・ベクレフ,イゴール・ベクレフ,,published_kana,Kuzbass Muay Thai,K-1 WORLD GP,https://www.k-1.co.jp/fighter/1591
イゴール・ミヒャレヴィッチ,イゴール・ミヒャレヴィッチ,,published_kana,Old Lion Gym,K-1,https://www.k-1.co.jp/fighter/1474
イゴール・ユルコビッチ,イゴール・ユルコビッチ,,published_kana,,,https://ja.wikipedia.org/wiki/イゴール・ユルコビッチ
伊澤 波人,イザワ ナミト,Izawa Namito,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/106
石井 一成,イシイ イッセイ,Ishii Issei,published_kana,ウォーワンチャイプロモーション,K-1 WORLD GP|RISE,https://www.k-1.co.jp/fighter/1292|https://rise-rc.com/fighter/ishii_issei/
石井 慧,イシイ サトシ,Ishii Satoshi,published_kana,チーム・クロコップ,K-1,https://www.k-1.co.jp/fighter/1190
石井 振一朗,イシイ シンイチロウ,Ishii Shinichiro,published_kana,,K-1,https://www.k-1.co.jp/fighter/579
石井達也,イシイ タツヤ,,published_kana,,,https://ja.wikipedia.org/wiki/石井達也
石井宏和,イシイ ヒロカズ,,published_kana,,,https://ja.wikipedia.org/wiki/石井宏和
石井宏樹,イシイ ヒロキ,,published_kana,,,https://ja.wikipedia.org/wiki/石井宏樹
石川 慶,イシカワ ケイ,Ishikawa Kei,published_kana,team NOVA,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1437
石川泰市,イシカワ タイチ,Taichi Ishikawa,converted,Ten Clover Gym,RISE,https://rise-rc.com/fighter/ishikawa_taichi/
石川直生,イシカワ ナオキ,,published_kana,,,https://ja.wikipedia.org/wiki/石川直生|https://www.k-1.co.jp/fighter/171
石川 優斗,イシカワ マサト,Ishikawa Masato,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1425
石川 祐樹,イシカワ ユウキ,Ishikawa Yuki,published_kana,K-1ジム三軒茶屋シルバーウルフ,K-1,https://www.k-1.co.jp/fighter/270
石黒竜也,イシグロ タツヤ,,published_kana,,,https://ja.wikipedia.org/wiki/石黒竜也|https://www.k-1.co.jp/fighter/529
石毛慎也,イシゲ シンヤ,,published_kana,,,https://ja.wikipedia.org/wiki/石毛慎也
石郷 慶人,イシゴウ ケイト,Ishigo Keito,published_kana,SHINE SPORTS CLUB,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1204
石田勝希,イシダ カツキ,,published_kana,,,https://ja.wikipedia.org/wiki/石田勝希|https://www.k-1.co.jp/fighter/746
石田 協,イシダ カノウ,Ishida Kano,published_kana,K-1 GYM SAGAMI-ONO KREST,Krush|Krush-EX|KNOCK OUT,https://www.k-1.co.jp/fighter/1290|https://knockoutkb.com/fighters/ishida_kanou_401
石田 圭祐,イシダ ケイスケ,Ishida Keisuke,published_kana,K-1 GYM SAGAMI-ONO KREST,K-1,https://www.k-1.co.jp/fighter/107
石田 迅,イシダ ジン,Jin Ishida,converted,LEGEND GYM,RISE,https://rise-rc.com/fighter/ishida_jin/
石田 龍大,イシダ リョウタ,Ishida Ryota,published_kana,POWER OF DREAM,K-1 WORLD GP|Krush|Krush-EX,https://www.k-1.co.jp/fighter/1042
石田 廉,イシダ レン,Ishida Ren,published_kana,top UN,Krush|Krush-EX,https://www.k-1.co.jp/fighter/1586
石塚 宏人,イシツカ ヒロト,Ishitsuka Hiroto,published_kana,ドージョー☆シャカリキ,K-1,https://www.k-1.co.jp/fighter/682
石原 海星,イシハラ カイセイ,ISHIHARA Kaisei,converted,クロスポイント・パラエストラ拝島,KNOCK OUT,https://knockoutkb.com/fighters/ishihara_kaisei_603
